realweight,obsweight,athletic,practice
144.81516,148.18942,2.7482121,5.3077908
122.26256,122.79975,13.644664,20.937698
171.44536,187.34485,3.1684804,6.6413784
159.03783,160.17212,11.625877,14.214316
207.02832,191.50674,7.2193913,12.383747
224.51863,223.44247,1.2876238,2.6695101
151.71811,163.62808,1.0909479,.41069841
200.87166,197.63678,-2.6075845,0
120.46064,87.215378,-3.6229222,0
145.91588,149.28578,-2.6001306,0
128.57042,79.453979,4.1558523,5.5419917
166.71204,185.30876,1.5362933,3.7940779
126.3635,121.03028,7.3104763,6.2722268
178.94936,152.42513,-6.0045023,0
120.43985,135.989,-1.6874363,0
138.45413,163.66206,5.3493986,6.3199892
175.60255,175.85175,-.64973027,0
167.67146,196.80762,-3.0815334,0
114.39544,149.14384,-1.1006223,0
151.89993,176.72125,1.3521022,1.2343646
156.26151,129.76128,6.5300941,8.6971951
175.95091,171.9873,-.74436897,0
163.82024,128.21977,6.7657661,15.427394
201.79451,177.91907,3.9586129,5.9585986
145.66942,175.9653,11.657171,18.855135
176.69997,164.7605,1.8831599,6.8130736
98.759041,79.379929,12.086668,19.290298
203.26817,169.08005,-1.2342571,0
203.15962,219.1638,-8.5960407,0
129.70955,95.697815,6.7825527,9.9177113
228.60226,230.89827,-5.8669901,0
152.65939,146.82275,.59986013,3.1740739
174.0985,180.27168,.77003193,0
102.51327,97.768044,2.627543,3.0223804
152.11475,146.78203,-9.4647121,0
184.68295,197.91663,9.4845076,13.216357
207.69196,241.98468,-1.1653016,.92478037
136.00439,144.6945,6.2625389,10.639929
173.96542,183.8213,-3.0559554,0
184.81252,178.99034,8.805109,13.856262
126.92837,104.78,-5.2601843,0
181.28755,217.86697,-2.253073,0
134.69438,102.90065,2.9393656,5.6959996
142.96249,144.87309,5.219161,6.7199569
171.20023,173.99289,3.9938772,4.8258643
195.57571,181.42587,3.1979458,7.3540716
166.87712,181.57378,.13404255,1.8394105
162.99217,142.74965,1.8565465,5.6803746
135.09053,87.095261,-.36718073,0
164.74309,135.93719,8.3744345,12.06357
191.02917,180.36447,-9.7473259,0
180.35237,155.16881,4.5399547,6.9350691
179.52478,120.54485,5.8544631,8.7690992
163.25002,153.98485,-2.2253399,0
162.24747,149.36662,3.3578362,6.3944159
167.15015,156.81737,5.5961528,3.1314738
159.04022,171.22437,-5.7561812,0
126.65392,147.33148,16.527195,25.892973
184.86925,152.78452,9.6869268,16.175606
127.63461,150.44847,-4.4584155,0
195.32678,173.12015,-1.2587231,0
143.18694,151.15553,4.7404056,6.8128138
192.15338,171.90132,4.3667388,7.3630619
189.64403,168.68268,1.575986,2.8926513
166.54816,155.95744,-.52273631,0
195.10678,134.37202,-1.9548467,0
175.65977,193.28204,11.521585,18.821926
160.71049,140.85132,1.5475787,5.0840464
104.97758,93.952652,7.9667811,13.328556
154.94141,122.63675,1.7711039,3.511801
123.55118,126.79464,9.1385174,13.056257
230.98932,234.33708,3.2887599,8.2363214
158.35873,152.01633,-7.425529,0
153.34627,151.7854,-8.0303154,0
144.88538,156.91631,-1.6626929,0
179.83206,187.09918,-4.1194029,0
181.94212,171.24927,.43847629,0
187.99754,219.81305,-.77024424,0
180.20218,158.9324,-2.0331371,0
155.15698,175.11975,7.1397705,11.752196
186.34427,226.0695,7.5820737,11.816597
197.56259,172.2962,-10.776779,0
120.87064,105.48037,6.1973414,8.7343521
193.59047,202.29424,6.2510948,8.8278952
105.30216,102.31201,9.4816351,13.604114
153.31627,155.04192,-4.9192433,0
135.8483,167.0056,3.1326511,7.6656437
183.29291,213.4601,-.26234061,2.1272819
163.08469,200.12109,7.1632509,8.0162973
194.60245,182.55574,-9.1807737,0
133.07631,139.86517,10.700466,17.139124
178.88654,178.41975,4.351079,7.0033255
123.8407,133.65556,3.2866313,4.6498952
229.80864,241.70117,-1.6729027,0
160.24831,159.88773,9.1090403,11.327094
193.4919,196.7187,4.6895418,9.2711372
161.50282,181.50714,8.302824,10.131992
135.3087,159.98932,5.3535933,7.2990513
216.66455,247.67595,.6126709,1.0620261
132.34129,157.92178,6.1673088,8.963706
152.62532,107.0177,14.628972,21.1947
166.97517,152.72031,-2.6279073,1.3373966
170.37917,167.70142,2.5705047,5.2911391
151.89001,176.81219,8.6393652,13.327181
219.93501,225.77187,6.1982031,9.9261894
155.8271,168.52271,9.1246729,13.803506
144.73636,140.07898,-4.4089479,0
181.9109,183.19145,-2.4388316,0
114.15278,144.12344,2.4371812,4.368475
153.07472,128.56209,-4.2236328,0
139.53105,131.57149,.34230724,1.3545924
140.99356,146.12016,-.53548783,3.220407
116.251,113.45303,10.687127,17.25857
195.85132,237.61269,8.9002743,9.9973612
181.61444,215.32291,11.339221,16.975523
201.54697,165.08972,7.7171845,10.213515
138.23744,160.46039,10.008027,15.300067
194.94641,208.85619,-1.3729732,0
164.42497,162.59999,3.4359162,5.3322344
190.89844,213.2075,-6.0568414,0
92.742508,59.244961,10.567749,15.394436
160.17558,182.96823,11.216567,18.579145
137.45963,146.92976,-3.3945887,0
143.77794,116.67261,7.3634219,10.748735
234.0334,246.85121,.30059823,0
202.8526,224.9205,1.8431756,2.9479098
107.32858,120.58142,-7.5808477,0
137.67616,136.09685,15.188169,21.164495
150.95711,174.22678,.73567843,1.0805514
131.8551,104.91142,2.127378,.56312984
215.52901,215.30865,9.0228109,14.217374
208.66068,227.67239,-3.1878109,0
238.99823,225.60783,-.15776792,2.2423449
124.74728,124.32512,5.5485888,5.8683171
179.759,151.78337,-1.7628555,0
183.37389,193.86259,-7.3064365,0
139.40804,153.62668,9.6804266,14.332481
184.20625,167.67937,2.17397,6.7711787
165.44716,173.91306,-7.8093491,0
122.41789,140.86798,9.3557539,15.109621
152.17097,134.57491,3.9191039,4.5960431
132.83018,144.61099,3.0728455,2.9670725
95.661484,66.884071,4.5225148,4.780127
164.26129,185.75659,.062965132,0
190.19592,198.43976,-.52965367,1.1751922
192.08362,215.88382,3.102221,7.5645647
130.63702,124.80274,-.2903966,0
198.66045,195.29709,-5.05758,0
193.16531,231.67928,-.102112,0
137.97137,156.65256,11.190194,16.357883
146.98819,169.44498,-.13540927,0
188.65259,194.72235,-3.1740944,0
197.01878,198.02393,-6.4096193,0
191.95122,186.11546,-8.362957,0
200.18427,186.57945,-1.911317,0
208.13896,198.54018,-10.267238,0
131.57918,96.660858,-3.2852778,0
146.23773,143.00046,2.4393299,4.2992067
157.99896,169.27451,3.24107,3.6601605
187.43434,152.70836,-.32970199,0
130.02437,133.28899,-3.0901079,0
216.97397,199.88264,.94016212,0
185.05562,185.58386,4.1090837,6.882061
187.50998,171.64517,4.3831463,8.7591734
138.86607,116.02313,-5.9917321,0
191.87935,188.64886,.28912741,0
129.76567,162.5946,1.7002153,4.5393839
142.14888,119.83613,-7.0076828,0
191.00758,254.40932,-1.6185094,0
193.08167,173.8271,-.99756408,0
140.33568,125.09686,.77714616,.23144582
223.91226,232.0146,-5.6919379,0
178.45132,165.72217,5.3451295,6.6916223
102.6755,92.317482,5.8459702,8.4533472
177.21997,185.02542,2.8599024,5.1635594
164.54996,164.06874,-10.090658,0
131.65741,114.37492,-3.1257148,0
142.04401,122.01151,-4.5993276,0
202.54799,217.8423,-8.689909,0
155.43369,157.77206,2.8929658,2.2083285
115.5001,144.22176,3.1701405,3.4360952
174.21068,181.88947,6.9657335,12.38158
140.71782,97.973236,2.6537738,4.4873772
179.81848,192.99394,3.4169455,3.324821
183.89824,121.34859,5.5940289,8.6484814
120.25591,162.42601,-2.4110239,0
163.765,159.99632,3.3242543,5.8439088
122.92004,85.47377,9.1823463,14.388351
132.54395,144.70064,-6.0989122,0
208.33188,181.0511,-7.7141609,0
193.25,188.16055,3.7848701,4.6854186
173.93565,188.80719,-.39370474,0
160.05478,192.2309,1.8678755,3.2451289
198.80602,209.0634,-1.193233,1.3350891
148.38664,146.97435,-.52392256,0
195.96005,205.5941,-8.5834942,0
163.97157,161.61528,-2.4380395,0
189.73938,216.97217,-7.344717,0
131.67494,122.75295,1.3769534,4.2812891
100.86962,76.684601,.60677367,3.6574337
177.70163,176.87973,3.4394231,7.4371037
222.54526,207.96013,-1.5912274,0
151.27278,151.30144,-2.3634338,0
193.53059,185.16234,-2.131254,0
118.86966,118.96935,9.8692904,10.718755
128.9771,127.34629,.7155956,1.2740189
164.84123,178.97058,2.7769759,6.4452963
206.26907,211.46948,-2.154614,0
186.17838,187.6656,5.0693836,9.249155
179.78607,180.05162,5.9909225,6.8198838
129.51796,92.648132,4.1183376,7.8236752
119.18884,133.81142,-3.1991796,0
155.70076,102.52283,5.3910971,9.6052132
184.03767,171.14441,-1.8708895,0
173.84401,206.04149,.85880685,.65729862
177.494,187.37381,-5.0446525,0
168.01498,152.51634,2.1290798,6.431838
207.17969,196.14436,6.2484126,9.735218
169.14088,173.14389,4.4411435,8.5354366
142.70897,125.0727,-1.4141302,0
154.74796,138.93272,-1.5842026,.76861256
199.96999,173.86673,5.8171291,8.3598833
228.62215,278.46481,2.021584,1.9215181
175.18126,216.05528,2.8489339,5.2048373
109.87644,108.57983,-2.4647808,0
160.95183,192.17218,-4.03866,0
222.8044,234.59766,-2.8289642,0
135.60114,141.92476,5.4063082,5.7395344
178.36024,147.22345,4.3263049,4.6027889
171.54037,172.77115,.76406705,3.6339674
135.61075,137.75363,2.6653104,4.4780841
159.68803,143.71065,4.6091146,0
129.98323,160.00189,-3.039253,0
155.50697,182.79791,-4.6578841,0
195.46962,206.16042,5.0137472,8.680644
138.26927,147.38066,-3.2276602,0
124.48808,132.01323,-.92446595,0
173.94341,209.28029,6.2336631,6.3819304
197.24059,208.9978,-2.6815846,0
118.88239,121.85074,5.7364306,9.6836929
213.88283,199.52063,2.4378808,4.0103245
155.02101,127.53315,.26245978,1.353054
188.64746,167.00014,6.7268953,16.413298
141.3329,126.57361,-1.8743662,0
155.03923,154.66542,9.2207794,14.099365
174.55951,179.72556,2.1334252,.77993059
165.91911,169.35437,1.9714959,2.0414405
114.97517,146.61557,12.390875,19.534632
170.89651,194.92758,.37107462,.76793283
148.58931,188.98767,-1.5936968,0
154.5685,169.37021,-2.798599,0
143.74313,162.02022,-.95252085,0
170.83205,143.30557,5.9705224,8.264801
148.8925,160.88942,10.907504,14.348022
202.82935,209.94975,-2.6397986,0
144.40279,128.23383,2.2427728,2.1835566
172.92484,172.57407,-8.2902632,0
113.34998,150.59048,.30106097,1.3763198
161.5936,139.96786,10.675665,17.49229
168.89035,168.78606,-6.1291981,0
166.92708,147.23906,.78726912,.70177025
153.83794,154.54454,1.3955439,3.1128006
169.75446,200.79352,9.2405691,14.141144
250.57144,270.85291,-9.6689825,0
183.02515,187.90128,.069790676,.64251065
145.03098,151.60518,5.0888338,7.5562782
164.65208,177.91939,10.71089,18.59973
153.42619,156.28568,3.403769,1.7317083
173.30827,170.87471,-2.7029364,0
208.5607,186.65034,5.4548192,8.4501133
204.30467,188.35313,9.2379599,11.954734
149.58263,153.66974,10.569387,19.740513
184.13008,209.17166,.75047481,2.1693943
149.4447,138.92322,.8769598,2.6565747
152.96948,138.22655,5.8416834,7.8336139
157.89949,166.58453,3.1844258,6.0432606
146.73018,147.37263,-.39283985,.21128869
156.33014,167.0804,1.6601098,0
131.20122,138.28911,1.3750926,3.6415844
149.36882,154.2771,-4.7494183,0
82.105194,67.23864,7.0705209,11.372978
161.6563,156.15378,9.7676277,11.653882
140.38605,149.73569,-.77816772,0
147.86243,124.04971,7.8734808,12.784085
188.04022,186.63699,-2.529537,0
176.31534,165.27351,-3.3995991,0
146.41255,145.96515,9.564764,14.368342
187.39357,187.33789,3.5291214,4.985898
170.16457,145.40697,7.5099235,12.658563
137.2319,141.46231,-1.0315871,0
199.63742,182.2964,2.5612438,2.2609453
156.23174,135.29544,8.9034166,16.886801
163.87961,176.00754,.23200493,3.4829345
153.31717,127.09068,-1.0848935,0
189.49808,220.51845,2.8678303,4.4366107
244.98994,254.64874,-1.2848498,.74812526
145.65602,170.6779,-.098946713,0
150.82761,158.3378,15.066019,20.739037
211.06343,201.26653,5.7536821,5.9112182
164.68535,128.62263,-3.3530624,0
121.49461,105.28718,2.3318663,3.9227023
148.08281,148.81371,2.8770394,5.0386147
210.76883,234.98697,-.32001033,0
187.61333,215.61972,-5.0318928,0
97.873413,99.787964,11.698833,14.577456
162.1017,183.13618,3.0716465,7.0905342
127.50325,99.103516,9.2369633,14.783416
156.99387,141.9221,.59981847,0
193.10185,183.04582,4.285706,4.5524869
212.55368,208.40036,5.4880672,11.668462
182.06143,190.38718,5.4467874,12.034431
179.23027,190.69373,-2.5194058,0
171.08418,178.24599,4.7199044,2.2742722
154.20206,132.09471,-3.6659658,0
184.1651,200.89859,-7.0543747,0
178.16656,154.8896,-2.9227078,0
93.648407,97.435844,-3.2470136,0
198.66991,203.7997,6.6080208,8.6940184
141.35826,167.50717,9.9983454,18.516512
152.18193,171.36064,10.90697,14.051522
188.54536,210.27977,4.9571686,7.5190396
141.59373,150.03951,6.0100913,10.778054
170.95282,173.6004,7.9775543,14.841563
176.63799,163.0327,1.0791495,3.183558
159.00218,156.85376,3.6842175,7.1269054
91.554382,67.472595,5.0628233,5.9812646
173.07059,149.26959,-6.0426717,0
152.67419,111.29219,5.6078482,7.8834639
108.09928,111.16193,9.1029129,11.979066
169.12799,155.36192,.66486359,.82083482
171.67009,165.43814,-9.8260746,0
136.01433,136.7151,8.6966705,12.947461
189.19447,201.9494,5.8090849,5.8760819
186.20993,204.56761,8.2939072,13.208053
138.21657,122.02608,7.3916807,12.282084
215.96539,210.57106,-.47298858,0
194.2395,168.52824,1.1868241,2.0101316
185.11497,195.27861,-1.1077074,0
196.84962,194.51424,1.3840201,1.8404001
129.24854,137.64272,5.2029285,8.6910172
143.06114,158.54179,-2.5745773,0
160.04338,164.10078,-10.163559,0
113.39994,80.562439,6.0150428,7.2689862
165.69392,134.53625,4.1486635,1.973437
183.12347,185.10851,-2.9940405,0
144.08482,136.33095,-3.6324677,0
133.52014,134.45248,8.3894405,14.691922
126.3658,131.25742,1.5856133,2.953068
199.65138,254.0251,5.354589,3.3893423
140.42207,160.83305,13.640544,20.859924
133.01129,159.08487,8.723053,13.524988
179.38507,179.7962,.80417854,0
141.66653,121.28003,4.9837699,10.118356
207.85184,191.57454,-.22355014,0
194.63593,186.12315,-5.540566,0
176.5979,175.35637,-1.6057203,0
168.6685,107.60175,3.3413796,3.0361137
194.57759,181.76215,-4.4001007,0
198.11871,247.06059,2.1763079,.62658584
204.35753,256.18011,4.882617,4.1792178
183.77287,176.88887,4.6871777,5.2250671
167.69398,184.23929,2.8778675,2.522295
157.69696,196.84343,3.742449,3.962482
195.73749,197.74095,5.5209827,11.093242
176.56697,204.79362,.053152539,.60421056
167.12891,198.77815,2.6418095,3.5397992
170.65048,155.67331,-5.1691518,0
114.60188,99.452019,3.8500633,5.2015591
151.43695,107.03397,6.4617233,8.458292
157.73065,191.75699,-1.2399077,0
189.95009,168.19484,-3.0975914,0
138.74425,131.82555,-1.840144,0
204.14163,213.22072,7.8411245,9.0543995
178.71823,190.56297,.43527368,0
208.6615,223.82074,-5.0997243,0
200.37488,201.19337,1.9584961,5.1391501
140.80785,128.63988,-.40506592,0
189.40158,200.19484,-.17305681,0
159.07417,153.46257,6.8898649,10.7967
191.49019,196.8484,.9316377,0
234.35292,226.70251,-1.8761164,0
158.32504,162.19746,7.3390427,12.150949
142.37561,149.65631,13.621429,21.989374
168.09419,133.4994,-1.2296381,.02022985
103.47131,102.92557,12.602727,19.229225
125.49837,96.516655,16.539242,25.45376
148.66914,144.37808,-8.7838793,0
172.76184,146.37704,6.68607,9.2383413
163.05769,171.18208,1.2732075,6.2563043
129.66452,163.53418,.46337134,0
186.44525,180.38847,-2.0486646,0
100.32152,75.867226,3.6259112,5.9945321
132.56642,139.35175,9.1384573,12.691081
172.36891,198.46826,1.4677556,2.3025119
148.31015,140.9864,12.849189,14.873084
192.13054,173.29929,-.11813722,.99960279
146.34143,135.30717,5.0574021,6.9972901
194.28609,176.65897,-3.5783017,0
187.52605,193.69711,5.7096653,10.429369
153.21278,153.6151,8.3889914,10.801728
147.98257,168.34415,-2.0290372,0
131.2442,124.0499,-.33595395,.8097536
117.70584,96.403313,4.0793271,2.423876
147.69183,135.97859,1.5314512,3.0405242
195.00687,205.66977,.97265434,4.04742
117.12417,95.853729,6.0438552,6.0463676
226.68169,235.67157,-8.9828959,0
182.90074,189.16345,-4.4027267,0
160.35962,149.59496,8.1959648,11.095357
168.79359,159.5166,1.3430661,0
150.15628,128.918,-1.2337097,0
168.35864,188.26373,4.2835612,9.5674372
191.662,173.6387,2.200876,0
154.41927,119.15659,-.7480889,3.0174437
180.37138,173.08136,6.6922903,8.157527
134.88129,104.61657,8.3133707,15.153416
110.00402,115.25325,-3.1093333,0
177.37598,182.78474,-.93109262,0
176.56732,195.58302,.74745715,2.9768975
210.57315,212.53799,.53224325,5.8510976
141.44568,176.03421,11.530193,19.386383
80.653893,92.170677,7.1666665,11.100417
185.06171,166.82103,-2.9899235,0
184.65924,157.81387,2.9883261,7.0437717
145.53149,114.8587,-2.7716198,0
189.8707,198.19843,-5.9187779,0
167.07635,198.88983,-6.3943338,0
151.26579,147.89464,5.676095,6.9082236
201.92389,197.20076,-11.937143,0
162.50758,188.0741,-1.5645326,2.5308352
172.86934,170.62704,6.2147374,7.4426489
179.1508,157.21553,4.2817798,1.9145966
155.27213,157.20999,7.0083389,8.9706354
183.03105,192.40398,-.97935343,.21021168
131.69028,123.19023,5.4526677,7.7796063
181.87479,171.34259,-7.9389696,0
230.84645,243.83372,-4.1378469,0
148.50937,154.61571,-4.373682,0
200.11569,172.67842,1.0171764,1.6345689
136.15259,166.20546,3.5270088,7.6175208
98.364182,116.75728,.15568256,0
191.07993,203.25648,.21196713,0
157.92285,156.79057,-4.5640535,0
101.85294,103.04166,11.743508,15.597422
118.01063,90.203873,4.4940424,5.7779651
181.24139,166.03232,-.4255411,0
155.75066,151.60106,-3.6608758,0
164.58728,147.65416,.26017275,0
231.08827,223.2149,-2.7941029,0
113.64869,143.81938,2.560715,7.6529012
209.37936,234.0405,4.2631645,10.019396
178.325,209.25633,3.3261392,4.9566627
134.74051,133.76974,9.5599031,15.664454
144.78241,167.10245,-.76557183,0
190.44777,222.25046,5.6885018,9.0899858
193.44937,215.85385,-10.668206,0
153.31099,147.37564,2.7964687,5.9426355
140.53639,124.89127,5.2033744,6.6962628
168.12692,179.04526,10.423127,13.419761
153.81567,167.63058,3.0783072,5.9350424
224.58369,192.40759,-4.3927937,0
156.26067,194.77847,-3.45558,0
186.55099,196.60187,3.5380783,8.7192307
146.3165,122.01553,-4.6891918,0
162.50613,187.97499,.33967283,.62645596
134.39673,125.78687,3.5276806,3.889951
146.7796,102.68521,2.7691877,6.1895247
149.6387,191.23203,1.1859283,0
174.85298,169.86674,.57057405,0
187.35196,204.54839,-2.5828226,0
168.76961,129.25157,-11.36532,0
149.90656,147.23219,7.785048,7.8206301
92.317535,105.97662,-1.2893344,0
173.87656,154.37927,.87770891,4.288671
144.18645,124.1209,-3.2785754,0
200.81635,200.46324,-2.9769242,0
148.80125,163.08829,.51934654,1.1141944
184.47475,192.79007,-5.1352878,0
206.70859,200.355,-1.3605382,0
118.73436,143.7933,.53542304,.045294039
170.93889,209.15311,.73192757,2.4307759
153.78806,131.29951,-1.8199713,.8617565
142.56812,116.48808,5.2299895,6.2588415
135.19513,145.42944,-3.5802217,0
127.54798,117.80959,2.6810286,4.4387326
139.17195,141.13243,3.5052125,6.574235
174.58032,196.00606,4.8761263,6.265018
173.35069,164.52954,-1.4190161,0
197.23668,198.34021,-1.6653867,0
212.31798,177.87463,3.4312222,.57500052
140.74013,151.09309,5.9636393,9.8416243
199.21426,192.5083,-1.6955721,0
121.56723,121.16777,5.0774965,8.2069454
130.34676,119.30666,12.517649,14.158296
182.56924,174.70027,-.91436839,1.0944574
173.54884,159.34077,-4.0445352,0
202.41211,192.94785,.54353172,2.1381195
157.55237,169.62131,6.485189,9.6519432
156.43423,159.67006,-7.0386581,0
181.21298,175.07463,1.018142,2.8861074
140.01468,153.76939,5.5931234,8.474884
178.42993,153.92961,4.717577,7.1303773
188.72844,181.63599,-.51514649,0
151.78239,162.85971,2.5509956,3.9701295
192.14755,181.48938,8.361722,13.366157
115.42503,150.9259,12.104926,19.252228
231.43433,220.81097,8.2777729,9.0679417
200.37695,191.44542,10.897944,12.053185
215.35835,217.76552,5.129004,8.6906548
138.68846,137.37962,3.5561693,7.7571039
181.93991,167.24637,-1.4164469,0
186.68932,212.48213,-6.2616,0
146.4659,128.68695,-.21445818,0
169.64526,185.92888,-1.1794127,0
192.53949,159.31763,-5.0912843,0
174.13586,155.2442,-5.13726,0
166.37085,146.97395,9.6476078,12.771131
161.02167,169.38094,-3.6017644,0
159.47818,135.89088,14.539073,19.862238
176.94223,204.14203,8.7244902,11.182723
146.74757,152.68294,7.7862926,13.14094
243.4906,263.73901,1.5639207,.98827964
107.74785,110.76211,5.0739889,7.0230865
205.86464,200.50241,-4.5833769,0
152.28395,162.17148,-3.3141682,0
119.89333,139.60101,.42284909,0
196.84163,231.64015,-.35203788,0
97.156914,92.810127,8.190217,8.4009466
173.47418,177.3566,4.0512753,5.7600646
127.05083,108.21783,8.4548254,13.322894
121.44562,127.48049,2.4253788,1.931129
153.95047,126.80351,-1.9778856,0
110.41172,114.92772,2.2245243,4.9907856
152.73923,157.64656,2.6913242,5.6973081
155.60768,155.00128,-3.3278003,0
153.25641,159.83563,.84433317,.14341018
140.89999,136.62914,-1.4054252,.23393364
182.39606,189.11887,-5.91785,0
169.54953,170.63293,-10.33481,0
165.1946,155.03958,-3.1323204,0
182.71004,190.07141,1.6247411,0
143.62689,146.83231,4.7738209,9.336194
183.24443,161.85728,1.9642079,3.293824
189.25719,216.1692,-1.6675301,0
190.74512,200.92123,5.7638779,7.4842978
172.96245,186.35126,-7.7975497,0
177.99179,214.26599,10.129785,17.977226
140.46144,121.43745,-2.912967,0
148.28043,159.40279,10.470192,11.015407
155.3958,154.82738,-.45036262,0
217.04982,193.29782,2.8433123,2.690208
118.03566,167.19119,1.0365241,.80611873
157.23985,168.16841,-2.0472925,0
208.44925,161.89081,-7.1269474,0
179.4214,200.05261,-7.586132,0
192.51979,196.60623,-1.8828777,.86385483
100.20448,108.25207,10.083549,14.16675
124.38391,127.43126,-1.9710925,0
183.45456,199.53252,3.2201734,3.1939309
128.29276,129.61206,6.0218768,6.6768193
207.82027,144.99341,.79166299,0
150.23393,135.36346,.15126224,0
143.39015,120.59222,.057857417,0
163.14459,159.20709,12.526696,18.47509
183.22403,189.17058,-.604334,0
177.01706,156.50784,-7.0989513,0
172.62804,175.64265,4.6513319,13.875688
160.5634,170.42821,-.49471369,0
125.11195,112.89311,4.2034268,7.5602746
188.53722,155.42087,1.4919422,2.2868667
154.25197,137.92926,8.0617599,11.484591
122.24784,88.615448,1.9031106,1.8679761
226.09273,211.52284,-1.2778448,.094411142
204.91316,239.21255,-1.686999,0
137.2379,134.81744,-1.3566731,0
171.66476,173.20135,5.58179,6.8257627
175.65733,159.59486,-1.9943779,0
181.72235,161.83286,-3.7718489,0
144.7802,151.59776,4.8309207,6.849021
119.98159,95.618118,1.9545219,3.3138771
122.88515,130.77423,.11562662,.12728427
158.01224,170.11972,-3.002111,0
192.72665,164.19402,-1.4902369,2.8539343
223.74557,236.82861,-9.2337418,0
173.73395,187.20699,-.20919397,0
107.59006,109.44106,1.9617754,6.0566912
165.04851,182.16118,-5.5181475,0
180.06459,195.6156,-.13643947,2.0556192
193.34134,196.25281,13.53167,20.754408
193.16696,185.73405,.26323068,1.3491397
186.34288,181.23314,-.83941865,0
144.22597,135.56615,.090517379,0
159.88737,170.3313,-6.9858379,0
195.8967,162.5015,-2.0184345,0
182.95534,186.93903,5.5393076,8.2469444
218.95381,204.7319,-.9826324,0
183.26686,174.3127,-2.4104393,0
141.06682,119.67892,4.8945065,7.5382724
122.34298,114.87725,9.3989162,14.512652
177.57617,156.95917,-.54389071,0
184.85797,193.56105,-6.2159581,0
192.62259,188.77721,.097952202,.70096332
161.51706,131.14035,2.1463876,1.5104433
189.63406,213.67731,4.2480969,3.7266357
144.01968,138.33171,.9019534,0
173.30003,155.53181,-1.8101447,0
168.10526,170.96429,8.8040991,13.167452
192.37909,188.70949,11.158663,16.164673
153.98816,148.31697,-1.1887301,0
137.57164,144.68091,9.0661411,7.0982947
184.22328,172.33513,-.4355211,0
142.79691,167.64133,-.5343684,0
153.95578,128.43074,-2.3758008,0
176.70206,201.30518,.026833605,.80653542
149.04721,120.76379,7.2200642,10.324488
192.72513,212.83705,5.4989872,10.369327
149.95374,154.02238,-2.2931523,0
141.5403,127.01951,-1.4361324,0
159.9962,155.32378,-3.653352,0
186.4165,173.69688,.52072251,3.7570295
166.19218,159.31581,3.2381747,1.333957
156.17525,151.20425,.14895768,.87787277
202.2523,186.86252,.8467232,1.5903924
134.32268,149.98422,2.1490827,6.6828961
141.64793,181.26944,.46695644,3.2137985
146.95604,157.4534,-.98621064,0
187.43135,198.41428,-13.61071,0
176.04704,153.20461,.74875617,2.3102193
120.48487,105.70549,6.6610627,7.8510289
183.67552,194.01799,5.7109737,6.3359184
151.23386,158.07164,8.3036938,11.264763
153.70461,177.35362,6.052042,10.918093
163.42111,138.21902,4.1636753,4.4924154
164.21306,160.62193,-2.3770247,0
82.340309,82.716805,6.709527,12.85466
167.16974,171.19649,4.0329461,2.5217319
199.1514,218.83936,-2.6494899,.45984727
188.62692,182.46915,-1.6464708,0
207.73889,210.7874,-18.210651,0
190.21547,173.49049,-.21864204,0
183.58255,172.9964,4.6976948,4.747436
147.24141,169.24368,-5.6341319,0
244.29054,249.72992,-7.2705398,0
126.88065,138.14987,-7.4526844,0
178.14952,180.37869,3.4013298,4.2994666
132.46178,141.82515,6.5185881,8.8437061
140.05876,149.51508,4.333241,6.3828058
230.13037,242.45416,2.1247118,.89231306
167.50697,214.45886,-8.757865,0
140.5056,145.79987,6.4160085,10.979722
122.54023,103.21071,10.487249,16.302532
180.50717,216.04947,3.1901019,3.1345778
97.355705,119.54313,-8.1230793,0
155.84755,183.76239,3.2754126,5.7374148
78.285286,63.575878,8.2215099,8.2365398
104.11079,122.99849,11.28178,17.273624
167.94931,181.46161,.64678425,3.5826097
136.71288,107.46001,12.514597,14.326666
133.83189,96.501083,12.002063,19.084772
171.78487,128.70699,2.9849877,4.5237889
177.67361,197.33255,7.0497069,8.3813839
200.45795,171.84009,-.64306122,.84755391
152.72112,148.40735,5.3676767,10.947264
147.59515,104.95042,2.527272,3.7509074
153.32149,155.02718,5.3181872,6.3283772
163.41161,150.901,8.0866289,11.956262
177.36662,189.52621,-2.3877194,0
146.07645,147.97597,-2.8581383,0
155.67914,171.32524,5.7184939,7.1537561
202.94824,214.24841,.80636483,0
204.03764,177.61983,-3.8299356,0
151.1481,132.18098,3.3248641,2.1278396
191.14334,178.75757,-.030016005,0
148.95621,170.77336,13.015079,19.647631
138.01656,162.99026,-9.0821943,0
245.18805,214.10919,-3.8303711,0
167.32584,133.86438,-4.5106716,0
138.97562,156.19528,6.6487346,14.850507
182.88737,186.68861,3.2068346,4.9716792
178.86792,160.69009,4.4607158,6.6345429
154.65752,138.84129,5.9380317,10.106009
154.27525,170.03816,.10572825,1.0532728
179.98784,185.75809,-4.1637311,0
144.72514,138.64026,5.9544878,8.2088509
101.55611,78.420219,-2.069401,0
139.63116,127.89777,12.395613,16.006874
142.06078,145.12251,-3.693296,0
186.38608,169.3631,7.394578,10.795368
196.76689,213.19008,4.8816319,11.730695
207.76241,193.41512,5.1299949,7.153615
182.55713,211.89648,5.3069978,7.3217125
201.21672,194.26395,-4.3782954,0
246.02412,226.77747,-3.1415653,0
