respnum,com3,epht3,finalwt,finalwt2,env_con,male,hlthprob,inc,inclog,educat
100828,(4),(2) somewhat concerned,1450.3739,2.3972163,3,0,0,,,12
100829,(5) very strongly a part of the community,(2) somewhat concerned,440.26624,.72768366,3.0999999,0,0,,,20
100830,(3) in the middle,(2) somewhat concerned,279.02686,.46118295,2.7272727,1,0,92500,11.434964,13
100831,(2),(3) very concerned,181.03217,.29921475,2.7272727,0,1,27500,10.221941,12
100832,(3) in the middle,(3) very concerned,1083.4458,1.7907479,2.2727273,1,0,60000,11.0021,12
100833,(4),(2) somewhat concerned,45.537334,.075265311,3.5454545,0,1,13750,9.5287943,13
100834,(1) not at all a part of the community,(2) somewhat concerned,371.49484,.61401647,3.6363637,1,1,50000,10.819778,13
100836,(3) in the middle,(4) extremely concerned,3944.6548,6.5198298,2.5,1,0,40000,10.596635,12
100837,(1) not at all a part of the community,(4) extremely concerned,1617.2455,2.6730261,2.2,0,0,22500,10.021271,13
100838,(2),(2) somewhat concerned,632.06042,1.0446861,2.6363637,1,0,40000,10.596635,12
100840,(4),(2) somewhat concerned,4424.7456,7.3133364,2,1,0,60000,11.0021,20
100841,(4),(2) somewhat concerned,997.42047,1.6485629,4,1,0,32500,10.388995,16
100842,(2),(3) very concerned,1089.145,1.8001677,2.7272727,1,0,50000,10.819778,16
100843,(1) not at all a part of the community,(4) extremely concerned,364.55997,.60255432,2.5,0,1,,,13
100844,(5) very strongly a part of the community,(2) somewhat concerned,34.656864,.057281777,2.7142856,0,0,8750,9.0768089,8
100845,(4),(4) extremely concerned,1384.8575,2.2889292,1.4545455,1,0,27500,10.221941,13
100846,(1) not at all a part of the community,(4) extremely concerned,133.59917,.22081622,1.6363636,1,0,11250,9.3281231,12
100847,(3) in the middle,(3) very concerned,34.656864,.057281777,3.8181818,0,0,13750,9.5287943,12
100848,(4),(3) very concerned,1583.1289,2.6166372,2,1,,,,16
100849,(4),(3) very concerned,651.12207,1.0761918,2.2222223,0,1,32500,10.388995,12
100850,(1) not at all a part of the community,(2) somewhat concerned,2567.4497,4.2435489,3.1818182,0,0,,,13
100851,(5) very strongly a part of the community,(3) very concerned,192.1057,.31751737,4,1,0,60000,11.0021,20
100852,(5) very strongly a part of the community,(4) extremely concerned,440.26624,.72768366,3.4545455,0,0,,,16
100854,(5) very strongly a part of the community,(4) extremely concerned,203.23529,.33591267,1.8,1,0,32500,10.388995,13
100855,(4),(3) very concerned,175.7254,.2904436,2.8,0,0,80000,11.289782,13
100856,(4),(3) very concerned,51.26775,.084736697,4,1,0,22500,10.021271,13
100857,(4),(2) somewhat concerned,482.28961,.79714102,3.4545455,1,0,92500,11.434964,16
100859,(3) in the middle,(1) not at all concerned,901.92212,1.4907207,2.8181818,1,1,32500,10.388995,12
100860,(3) in the middle,(3) very concerned,1450.3739,2.3972163,2.9000001,0,1,60000,11.0021,20
100861,(5) very strongly a part of the community,(3) very concerned,101.29755,.16742727,2.090909,0,1,8750,9.0768089,12
100862,(5) very strongly a part of the community,(2) somewhat concerned,92.879547,.15351377,3.7272727,0,0,22500,10.021271,12
100863,(2),(2) somewhat concerned,287.1871,.47467041,1.5454545,0,1,92500,11.434964,14
100864,(5) very strongly a part of the community,(3) very concerned,84.307487,.13934563,1.8888888,0,0,,,12
100865,(3) in the middle,(3) very concerned,84.307487,.13934563,3.7272727,,0,70000,11.156251,16
100866,(3) in the middle,(2) somewhat concerned,1409.7356,2.3300483,2.0999999,0,1,,,13
100868,(1) not at all a part of the community,(2) somewhat concerned,338.66586,.55975592,2.7272727,0,0,92500,11.434964,12
100869,(4),(3) very concerned,418.11111,.69106513,2.4000001,0,1,,,13
100870,(1) not at all a part of the community,(2) somewhat concerned,179.7657,.29712152,1.9090909,0,0,2500,7.8240461,11
100871,(1) not at all a part of the community,(1) not at all concerned,102.44333,.16932105,3.8181818,0,0,80000,11.289782,20
100872,(3) in the middle,(2) somewhat concerned,369.73373,.61110568,3.5454545,0,1,8750,9.0768089,12
100873,(4),(2) somewhat concerned,267.34427,.4418737,2.3636363,0,0,60000,11.0021,16
100874,(5) very strongly a part of the community,(2) somewhat concerned,1474.9578,2.4378493,2.4285715,0,0,,,12
100875,(3) in the middle,(2) somewhat concerned,473.00238,.78179079,3.3,1,0,6250,8.7403364,
100877,(5) very strongly a part of the community,(1) not at all concerned,69.313728,.11456355,3.7272727,0,0,40000,10.596635,12
100878,(3) in the middle,(3) very concerned,176.98906,.29253221,2,0,0,32500,10.388995,8
100879,(4),(3) very concerned,5883.3638,9.7241793,3.375,1,0,8750,9.0768089,12
100881,(5) very strongly a part of the community,(2) somewhat concerned,832.66553,1.3762516,3.8181818,1,0,40000,10.596635,16
100883,(4),(2) somewhat concerned,251.32573,.41539782,2.909091,0,0,60000,11.0021,12
100884,(2),(2) somewhat concerned,672.07391,1.1108215,3.3636363,0,1,13750,9.5287943,14
100885,(4),(3) very concerned,700.36462,1.1575812,2.5454545,0,0,11250,9.3281231,12
100886,(3) in the middle,,1133.9611,1.8742409,3.25,0,0,6250,8.7403364,13
100887,(3) in the middle,(2) somewhat concerned,150.74947,.2491627,3.8181818,0,0,50000,10.819778,16
100888,(3) in the middle,(2) somewhat concerned,97.717415,.16150993,2.5454545,0,1,80000,11.289782,16
100889,(5) very strongly a part of the community,(3) very concerned,181.03217,.29921475,3.3,0,0,60000,11.0021,12
100890,(2),(1) not at all concerned,42.153744,.069672816,4,0,0,,,12
100891,(1) not at all a part of the community,(3) very concerned,268.23862,.44335186,2.5454545,0,0,27500,10.221941,12
100892,(4),(2) somewhat concerned,1094.1708,1.8084744,3.1818182,0,0,50000,10.819778,16
100894,(4),(3) very concerned,446.68222,.73828816,1.8,1,0,,,11
100895,(4),(3) very concerned,64.133553,.10600162,2.2727273,1,0,60000,11.0021,13
100896,(3) in the middle,(2) somewhat concerned,3546.5452,5.8618236,2.3636363,1,0,70000,11.156251,12
100897,(1) not at all a part of the community,(1) not at all concerned,106.06121,.17530078,3.5454545,0,0,27500,10.221941,16
100898,(5) very strongly a part of the community,(3) very concerned,171.16107,.28289953,3.090909,0,1,22500,10.021271,20
100899,(4),(2) somewhat concerned,153.27779,.25334159,3.090909,0,0,32500,10.388995,16
100901,(3) in the middle,(2) somewhat concerned,983.49487,1.6255463,3.7272727,1,0,,,20
100902,(3) in the middle,(2) somewhat concerned,153.27779,.25334159,2.2857144,0,0,32500,10.388995,12
100903,(4),(3) very concerned,57.485004,.095012732,3.1111112,0,0,70000,11.156251,14
100904,(2),(3) very concerned,917.79895,1.5169624,2.2727273,0,0,50000,10.819778,12
100905,(4),(3) very concerned,2688.1514,4.4430475,2.8181818,1,0,50000,10.819778,12
100906,(3) in the middle,(4) extremely concerned,83.989571,.13882017,1.7142857,0,1,11250,9.3281231,13
100907,(4),(2) somewhat concerned,244.26862,.40373364,1.8181819,0,1,60000,11.0021,12
100908,(5) very strongly a part of the community,(2) somewhat concerned,1259.2319,2.0812919,2.4000001,0,0,80000,11.289782,20
100909,(3) in the middle,(3) very concerned,1577.6294,2.6075475,3.3636363,0,0,22500,10.021271,13
100910,(4),(3) very concerned,442.07483,.73067296,3.0999999,1,0,60000,11.0021,14
100911,(4),(2) somewhat concerned,180.09756,.29767001,3,0,0,11250,9.3281231,12
100912,(4),(2) somewhat concerned,672.07391,1.1108215,3.2727273,0,0,40000,10.596635,10
100913,(4),(2) somewhat concerned,104.90086,.17338292,2.2727273,0,0,32500,10.388995,13
100914,(2),(2) somewhat concerned,549.93945,.9089545,4,1,0,22500,10.021271,12
100915,(2),(3) very concerned,702.66046,1.1613759,2.4545455,1,1,27500,10.221941,13
100917,(4),(2) somewhat concerned,204.88666,.33864209,3.2727273,0,0,70000,11.156251,14
100918,(3) in the middle,(3) very concerned,5743.3691,9.4927921,3.3636363,1,0,,,13
100919,(4),(2) somewhat concerned,326.39169,.53946882,2.5,0,0,70000,11.156251,13
100920,(4),(1) not at all concerned,418.11111,.69106513,3.75,0,0,,,13
100921,(3) in the middle,(4) extremely concerned,661.12317,1.0927218,1.8181819,0,1,92500,11.434964,12
100922,(3) in the middle,(2) somewhat concerned,257.50751,.42561519,3.6363637,1,0,80000,11.289782,13
100923,(2),(4) extremely concerned,204.15178,.33742747,2.1818182,0,1,40000,10.596635,14
100924,(3) in the middle,(2) somewhat concerned,483.43817,.79903936,3.4000001,0,0,22500,10.021271,13
100925,(3) in the middle,(2) somewhat concerned,737.47888,1.2189246,2.8888888,0,1,40000,10.596635,13
100926,(3) in the middle,(2) somewhat concerned,1309.3541,2.164135,3.090909,0,0,40000,10.596635,12
100927,(1) not at all a part of the community,(2) somewhat concerned,105.09975,.17371164,3.4000001,1,0,11250,9.3281231,13
100928,(5) very strongly a part of the community,(4) extremely concerned,95.089912,.15716711,4,0,0,40000,10.596635,12
100929,(3) in the middle,(4) extremely concerned,459.73499,.75986212,1.7272727,0,1,70000,11.156251,20
100930,(2),(3) very concerned,413.59323,.6835978,2.1111112,1,1,6250,8.7403364,13
100931,(4),(2) somewhat concerned,117.30917,.1938917,1.4545455,1,0,17500,9.7699566,10
100933,(5) very strongly a part of the community,(4) extremely concerned,133.21573,.22018249,1.6363636,0,0,40000,10.596635,13
100934,(5) very strongly a part of the community,(1) not at all concerned,274.3013,.45337242,4,1,0,13750,9.5287943,10
100935,(2),(2) somewhat concerned,1347.153,2.2266102,2.1111112,0,0,70000,11.156251,12
100936,(4),(3) very concerned,140.37556,.23201643,2.6363637,0,1,40000,10.596635,12
100937,(4),(2) somewhat concerned,217.59447,.35964587,2.8181818,0,1,50000,10.819778,16
100938,(5) very strongly a part of the community,(3) very concerned,57.672203,.09532214,3.5,1,0,13750,9.5287943,12
100939,(5) very strongly a part of the community,(2) somewhat concerned,137.17711,.22672996,3.7272727,0,0,50000,10.819778,13
100940,(4),(2) somewhat concerned,77.162498,.12753621,2.3,0,1,13750,9.5287943,20
100943,(4),(3) very concerned,979.93872,1.6196686,3.090909,0,0,60000,11.0021,11
100944,(4),,59.135342,.097740456,4,0,0,,,12
100947,(3) in the middle,(3) very concerned,2489.8906,4.1153574,3.4545455,0,0,70000,11.156251,14
100948,(3) in the middle,(3) very concerned,2718.4368,4.4931045,2.3636363,0,0,70000,11.156251,12
100949,(3) in the middle,(3) very concerned,49.783867,.082284093,2.7777777,0,0,17500,9.7699566,11
100950,(1) not at all a part of the community,(4) extremely concerned,2366.8257,3.911952,1.5,1,1,,,13
100951,(4),(2) somewhat concerned,84.307487,.13934563,3.6363637,0,0,27500,10.221941,12
100952,,(2) somewhat concerned,230.29538,.38063827,3.9000001,0,0,92500,11.434964,16
100953,(5) very strongly a part of the community,(1) not at all concerned,166.89551,.27584931,2.909091,0,0,70000,11.156251,14
100954,(5) very strongly a part of the community,(4) extremely concerned,98.382729,.16260958,3.25,0,0,92500,11.434964,12
100956,(4),(2) somewhat concerned,166.89551,.27584931,2.8181818,0,0,80000,11.289782,13
100957,(5) very strongly a part of the community,(1) not at all concerned,147.40741,.24363886,4,0,0,40000,10.596635,16
100958,(3) in the middle,(1) not at all concerned,191.80328,.31701753,3.8888888,1,0,22500,10.021271,13
100960,(3) in the middle,(3) very concerned,901.92212,1.4907207,3.4000001,1,0,40000,10.596635,14
100961,(3) in the middle,(2) somewhat concerned,229.78943,.37980205,2.2727273,0,1,6250,8.7403364,16
100962,(5) very strongly a part of the community,(2) somewhat concerned,59.135342,.097740456,3.4000001,0,1,11250,9.3281231,13
100964,(2),(2) somewhat concerned,98.382729,.16260958,3.4545455,0,1,50000,10.819778,13
100965,(3) in the middle,(2) somewhat concerned,84.52652,.13970767,3.4285715,0,0,,,12
100966,(5) very strongly a part of the community,(2) somewhat concerned,162.10846,.26793715,2.4285715,0,0,,,12
100968,(5) very strongly a part of the community,(2) somewhat concerned,47.248386,.07809338,3.8181818,0,0,17500,9.7699566,12
100969,(4),(2) somewhat concerned,138.06027,.22818968,3.2727273,1,0,125000,11.736069,16
100970,(4),(2) somewhat concerned,113.12682,.186979,3.1818182,0,1,22500,10.021271,12
100971,(4),(3) very concerned,567.8595,.93857318,2,0,0,,,12
100972,(4),(2) somewhat concerned,526.02948,.86943537,2.2727273,0,1,125000,11.736069,20
100973,(5) very strongly a part of the community,(2) somewhat concerned,81.05423,.13396858,3.5,0,0,,,10
100974,(3) in the middle,(2) somewhat concerned,151.86581,.25100783,3.2727273,1,0,112500,11.630709,16
100975,(3) in the middle,(3) very concerned,181.80603,.30049381,2.1818182,0,0,13750,9.5287943,14
100977,(4),(2) somewhat concerned,214.07919,.35383576,2,0,0,11250,9.3281231,12
100978,(5) very strongly a part of the community,(3) very concerned,249.77928,.4128418,2,0,0,50000,10.819778,20
100979,(4),(2) somewhat concerned,76.638893,.12667079,2.4000001,0,0,125000,11.736069,16
100980,(5) very strongly a part of the community,(2) somewhat concerned,157.21407,.25984758,3.4545455,0,1,6250,8.7403364,12
100981,(2),(3) very concerned,338.52243,.55951881,2.8181818,0,1,70000,11.156251,11
100982,(4),(2) somewhat concerned,288.4971,.47683561,2.7,0,0,60000,11.0021,12
100983,(3) in the middle,(4) extremely concerned,180.82317,.29886931,1.7272727,0,0,40000,10.596635,12
100985,(4),(3) very concerned,3116.5728,5.151154,1.9090909,1,1,50000,10.819778,13
100986,(4),(2) somewhat concerned,3459.4004,5.7177882,3.5454545,1,0,,,20
100987,(3) in the middle,(4) extremely concerned,129.39612,.21386933,1.8181819,0,1,70000,11.156251,14
100988,(5) very strongly a part of the community,(1) not at all concerned,167.97914,.27764034,4,0,0,,,13
100989,(3) in the middle,(1) not at all concerned,737.47888,1.2189246,3.5999999,0,0,11250,9.3281231,14
100990,(4),(3) very concerned,194.53339,.32152992,2.3636363,1,1,60000,11.0021,20
100991,(4),(2) somewhat concerned,79.192146,.13089088,2.5,0,0,8750,9.0768089,12
100993,(3) in the middle,(2) somewhat concerned,143.8098,.23769262,1.6363636,0,1,50000,10.819778,12
100994,(5) very strongly a part of the community,(4) extremely concerned,2940.9526,4.8608842,3.2727273,1,0,50000,10.819778,12
100995,(3) in the middle,(2) somewhat concerned,365.56134,.60420948,1.9090909,0,0,,,12
100996,(3) in the middle,(3) very concerned,2906.3005,4.8036103,1.7272727,0,1,27500,10.221941,13
100997,(4),(1) not at all concerned,421.12732,.69605041,3.6363637,1,0,70000,11.156251,16
100998,(3) in the middle,(2) somewhat concerned,67.502602,.11157008,2,0,0,,,16
100999,(3) in the middle,(4) extremely concerned,174.61166,.28860277,2.5454545,1,1,6250,8.7403364,13
101000,(4),(2) somewhat concerned,60.44276,.099901393,3.090909,1,1,40000,10.596635,12
101001,(3) in the middle,(2) somewhat concerned,656.96094,1.0858425,2.7272727,0,0,32500,10.388995,20
101002,(3) in the middle,(2) somewhat concerned,2425.6899,4.0092444,1.8181819,0,0,40000,10.596635,14
101004,(4),(1) not at all concerned,252.28015,.41697529,3.5999999,0,0,6250,8.7403364,13
101005,(1) not at all a part of the community,(2) somewhat concerned,193.36945,.31960613,3,0,1,70000,11.156251,16
101006,(3) in the middle,(2) somewhat concerned,253.25476,.41858616,3.1818182,1,0,40000,10.596635,12
101009,(4),(3) very concerned,81.622452,.13490775,2.7272727,0,0,50000,10.819778,13
101010,(5) very strongly a part of the community,(2) somewhat concerned,389.40433,.64361775,1.7,0,0,2500,7.8240461,12
101011,(5) very strongly a part of the community,(2) somewhat concerned,403.85974,.66751003,3.3636363,0,0,50000,10.819778,14
101012,(1) not at all a part of the community,(3) very concerned,307.82004,.50877309,2.6363637,1,0,32500,10.388995,12
101013,(3) in the middle,(2) somewhat concerned,260.58115,.43069541,3.1818182,0,1,6250,8.7403364,13
101014,(5) very strongly a part of the community,(2) somewhat concerned,1730.9635,2.8609822,2.9000001,1,0,,,16
101015,(4),(3) very concerned,459.73499,.75986212,3.1818182,0,0,17500,9.7699566,16
101016,(3) in the middle,(3) very concerned,597.68317,.98786658,2.5,0,0,60000,11.0021,12
101017,(3) in the middle,(1) not at all concerned,676.44159,1.1180406,3.1818182,1,0,80000,11.289782,20
101018,(3) in the middle,(1) not at all concerned,155.53792,.25707719,3.4545455,0,0,,,12
101019,(2),(1) not at all concerned,487.29181,.80540878,3.4545455,1,0,32500,10.388995,12
101020,(1) not at all a part of the community,(2) somewhat concerned,252.77589,.4177947,2.7,1,1,22500,10.021271,11
101021,(5) very strongly a part of the community,(2) somewhat concerned,937.09198,1.5488504,3.1111112,1,0,,,16
101023,(4),(3) very concerned,37.095871,.061313037,1.8571428,0,0,6250,8.7403364,12
101024,(1) not at all a part of the community,(2) somewhat concerned,629.61597,1.040646,2.090909,0,0,17500,9.7699566,12
101025,(4),(2) somewhat concerned,240.25266,.39709592,2.5,1,0,17500,9.7699566,10
101026,(4),(1) not at all concerned,95.473228,.15780067,3.625,0,0,17500,9.7699566,13
101027,(3) in the middle,(1) not at all concerned,349.6163,.57785511,4,1,0,40000,10.596635,13
101029,(3) in the middle,(2) somewhat concerned,185.31573,.30629474,2.8181818,1,0,60000,11.0021,12
101030,(2),(2) somewhat concerned,94.496773,.15618676,2.909091,0,0,17500,9.7699566,12
101031,(2),(2) somewhat concerned,104.5197,.17275292,3.3636363,1,0,125000,11.736069,14
101032,(4),(2) somewhat concerned,153.91002,.25438654,2.909091,1,0,70000,11.156251,14
101033,(3) in the middle,(2) somewhat concerned,2007.3966,3.317878,1.9090909,0,0,70000,11.156251,16
101034,(3) in the middle,(2) somewhat concerned,121.30061,.20048887,2.2727273,0,1,50000,10.819778,12
101035,(5) very strongly a part of the community,(2) somewhat concerned,539.45978,.89163339,3,0,0,27500,10.221941,12
101036,(4),(2) somewhat concerned,304.29111,.50294036,2.1818182,1,1,70000,11.156251,13
101037,(3) in the middle,(2) somewhat concerned,2978.4758,4.9229035,2.7272727,1,0,50000,10.819778,14
101038,(3) in the middle,(2) somewhat concerned,169.70865,.28049892,3.2727273,1,0,27500,10.221941,12
101039,(3) in the middle,(3) very concerned,115.08195,.19021051,3.4545455,0,0,32500,10.388995,12
101040,(4),(1) not at all concerned,92.169479,.15234016,3.6363637,0,0,,,12
101041,(3) in the middle,(4) extremely concerned,132.38512,.21880962,1.4,1,0,92500,11.434964,13
101042,(4),(1) not at all concerned,297.34253,.49145558,3.8181818,0,0,6250,8.7403364,13
101043,(5) very strongly a part of the community,(2) somewhat concerned,3036.8452,5.0193782,2.4444444,0,1,50000,10.819778,10
101046,(4),(1) not at all concerned,333.53708,.55127889,3.7272727,0,0,32500,10.388995,12
101047,(4),(2) somewhat concerned,250.24321,.41360858,3.5714285,0,0,,,13
101048,(3) in the middle,(3) very concerned,130.29057,.21534771,2.6363637,0,1,17500,9.7699566,14
101049,(5) very strongly a part of the community,(2) somewhat concerned,230.29128,.38063151,2.8181818,0,0,13750,9.5287943,13
101050,(3) in the middle,(2) somewhat concerned,2082.7476,3.44242,2.8181818,1,0,40000,10.596635,12
101051,(2),(2) somewhat concerned,445.33133,.73605543,3.0999999,0,1,70000,11.156251,12
101052,(4),(2) somewhat concerned,235.08156,.38854903,2,0,1,40000,10.596635,12
101053,(5) very strongly a part of the community,(3) very concerned,832.66553,1.3762516,4,1,0,50000,10.819778,20
101055,(5) very strongly a part of the community,(2) somewhat concerned,921.43195,1.5229671,2.3636363,0,0,40000,10.596635,14
101056,(5) very strongly a part of the community,(1) not at all concerned,288.30801,.47652313,3.5999999,1,0,40000,10.596635,12
101057,(5) very strongly a part of the community,(2) somewhat concerned,1052.601,1.7397667,2.8571429,0,0,11250,9.3281231,12
101058,(4),(2) somewhat concerned,569.20923,.94080406,3.7272727,0,0,27500,10.221941,14
101059,(3) in the middle,(2) somewhat concerned,38.208229,.063151576,2.8,0,0,6250,8.7403364,13
101060,(2),(2) somewhat concerned,501.01324,.82808793,4,0,0,27500,10.221941,12
101061,(4),(2) somewhat concerned,59.506065,.098353192,2.6363637,0,0,40000,10.596635,16
101062,(3) in the middle,(2) somewhat concerned,1474.9578,2.4378493,3.8181818,0,1,6250,8.7403364,11
101063,(5) very strongly a part of the community,(2) somewhat concerned,140.77977,.23268454,3.2,0,0,27500,10.221941,12
101064,(5) very strongly a part of the community,(3) very concerned,83.715355,.13836695,1.9090909,1,0,92500,11.434964,20
101065,(5) very strongly a part of the community,(1) not at all concerned,2425.6899,4.0092444,2.3636363,0,0,92500,11.434964,12
101066,(3) in the middle,(3) very concerned,1026.0197,1.6958324,2.5,0,0,70000,11.156251,14
101067,(5) very strongly a part of the community,(1) not at all concerned,89.80574,.1484333,4,0,0,,,12
101069,(4),(1) not at all concerned,362.85007,.59972817,3.4545455,1,0,50000,10.819778,13
101070,(3) in the middle,(3) very concerned,1342.8624,2.2195184,2,1,0,32500,10.388995,12
101071,(4),(2) somewhat concerned,246.45915,.40735421,2.4545455,0,0,40000,10.596635,12
101073,(3) in the middle,(1) not at all concerned,43.314262,.07159096,3.6363637,0,0,27500,10.221941,13
101074,(5) very strongly a part of the community,(2) somewhat concerned,155.53792,.25707719,3.8181818,0,0,,,12
101077,(4),(3) very concerned,2387.6509,3.9463725,2.3636363,1,1,70000,11.156251,16
101078,(4),(1) not at all concerned,2991.2498,4.9440169,3.1818182,0,0,,,12
101079,(3) in the middle,(3) very concerned,163.19585,.26973441,2.4000001,0,0,60000,11.0021,9
101081,(3) in the middle,(2) somewhat concerned,1799.8862,2.9748995,3.1818182,1,0,80000,11.289782,12
101082,(3) in the middle,(2) somewhat concerned,287.1871,.47467041,2.090909,0,0,,,12
101083,(2),(2) somewhat concerned,432.25726,.71444625,3.0999999,1,0,32500,10.388995,12
101084,(3) in the middle,(3) very concerned,1250.2896,2.0665116,1.6363636,0,0,2500,7.8240461,11
101085,(4),(1) not at all concerned,366.64648,.60600299,4,1,0,60000,11.0021,13
101086,(4),(4) extremely concerned,51.221664,.084660523,1.9090909,0,1,,,20
101087,(2),(3) very concerned,143.8098,.23769262,2.3636363,0,0,50000,10.819778,12
101088,(5) very strongly a part of the community,(3) very concerned,720.75793,1.1912878,3.7,1,0,60000,11.0021,12
101089,(1) not at all a part of the community,(1) not at all concerned,700.36462,1.1575812,2.8,0,0,17500,9.7699566,12
101091,(5) very strongly a part of the community,(1) not at all concerned,77.171402,.12755093,3.4000001,0,0,40000,10.596635,16
101092,(4),(4) extremely concerned,5000,8.2641325,2.1818182,0,1,80000,11.289782,13
101093,(5) very strongly a part of the community,(3) very concerned,224.47289,.37101471,3.1818182,0,0,80000,11.289782,20
101094,(1) not at all a part of the community,(3) very concerned,96.684723,.15980306,2.6363637,0,0,60000,11.0021,14
101095,(3) in the middle,(1) not at all concerned,46.403614,.076697119,4,0,0,,,12
101096,(3) in the middle,(2) somewhat concerned,187.44345,.30981147,3.1818182,1,0,40000,10.596635,10
101098,(5) very strongly a part of the community,(1) not at all concerned,209.05556,.34553257,4,0,0,22500,10.021271,16
101099,(5) very strongly a part of the community,(1) not at all concerned,147.40741,.24363886,3.8181818,0,0,32500,10.388995,12
101100,(4),(2) somewhat concerned,363.28757,.60045129,3.8181818,0,0,112500,11.630709,12
101101,(3) in the middle,(3) very concerned,175.94278,.29080287,3.75,1,0,60000,11.0021,12
101102,(5) very strongly a part of the community,(1) not at all concerned,365.69196,.60442531,4,1,0,27500,10.221941,16
101103,(4),(3) very concerned,276.10257,.45634961,2.5454545,0,1,80000,11.289782,20
101104,(4),(4) extremely concerned,190.17982,.31433421,2,0,1,40000,10.596635,13
101105,(4),(2) somewhat concerned,1353.6915,2.2374172,2.1111112,0,1,70000,11.156251,13
101106,(2),(2) somewhat concerned,391.24622,.64666206,2.7777777,0,1,60000,11.0021,14
101107,(2),(2) somewhat concerned,3237.8931,5.351675,3.1818182,1,0,40000,10.596635,12
101108,(2),(2) somewhat concerned,3018.9634,4.9898224,3.090909,0,0,80000,11.289782,12
101109,(4),(2) somewhat concerned,1197.262,1.9788662,3.9000001,1,0,17500,9.7699566,10
101110,(4),(3) very concerned,62.812233,.10381772,2,0,,,,
101111,(3) in the middle,(2) somewhat concerned,32.420509,.053585473,3.2727273,0,0,,,13
101112,(5) very strongly a part of the community,(3) very concerned,1025.2775,1.6946057,2.4545455,0,0,22500,10.021271,12
101113,(4),(2) somewhat concerned,198.57767,.32821444,2.8181818,1,1,60000,11.0021,20
101114,(5) very strongly a part of the community,(2) somewhat concerned,153.91002,.25438654,3.8181818,1,0,40000,10.596635,16
101115,(2),(2) somewhat concerned,791.76361,1.3086479,1.9090909,0,1,60000,11.0021,20
101116,(4),(2) somewhat concerned,176.83337,.29227486,3.7272727,0,0,50000,10.819778,12
101117,(5) very strongly a part of the community,(2) somewhat concerned,175.7254,.2904436,3.2727273,0,0,50000,10.819778,16
101120,(3) in the middle,(4) extremely concerned,306.74188,.50699109,2.2222223,0,0,50000,10.819778,14
101121,(3) in the middle,(2) somewhat concerned,235.97446,.39002481,2.8181818,0,1,27500,10.221941,12
101122,(3) in the middle,(2) somewhat concerned,349.00873,.57685083,2.090909,0,0,40000,10.596635,13
101123,(5) very strongly a part of the community,(2) somewhat concerned,449.07001,.74223477,3.2727273,0,0,125000,11.736069,14
101124,(3) in the middle,(2) somewhat concerned,80.228714,.13260414,2.2727273,1,0,32500,10.388995,16
101125,(5) very strongly a part of the community,(4) extremely concerned,2800.2678,4.6283565,2.5454545,1,0,70000,11.156251,16
101126,(3) in the middle,(2) somewhat concerned,547.1701,.90437716,2.4545455,1,0,50000,10.819778,12
101127,(1) not at all a part of the community,(2) somewhat concerned,216.17053,.35729235,2.909091,1,1,17500,9.7699566,16
101128,(3) in the middle,(2) somewhat concerned,4336.2378,7.167048,2.909091,1,0,125000,11.736069,20
101129,(4),(3) very concerned,440.26624,.72768366,2.090909,0,1,32500,10.388995,13
101130,(1) not at all a part of the community,(3) very concerned,1294.4967,2.1395783,3.6363637,0,0,80000,11.289782,16
101131,(4),(2) somewhat concerned,85.499428,.14131571,2.5,1,0,32500,10.388995,13
101133,(4),(1) not at all concerned,1384.8575,2.2889292,1.9090909,1,1,32500,10.388995,12
101134,(2),(4) extremely concerned,252.6438,.41757634,1.5454545,0,0,11250,9.3281231,13
101135,(5) very strongly a part of the community,(3) very concerned,192.33139,.31789041,2.5454545,0,0,27500,10.221941,13
101137,(5) very strongly a part of the community,(2) somewhat concerned,120.72601,.19953914,2.5555556,0,1,13750,9.5287943,12
101138,(5) very strongly a part of the community,(2) somewhat concerned,77.171402,.12755093,3.3636363,0,0,27500,10.221941,16
101140,(5) very strongly a part of the community,(2) somewhat concerned,92.169479,.15234016,3.5714285,0,0,13750,9.5287943,13
101143,(4),(2) somewhat concerned,163.2449,.2698155,2.3636363,0,0,60000,11.0021,16
101145,(4),(4) extremely concerned,13.660908,.022579109,1.4545455,0,1,2500,7.8240461,13
101146,(5) very strongly a part of the community,(1) not at all concerned,108.32308,.17903925,3.6363637,0,0,2500,7.8240461,12
101147,(4),(3) very concerned,1638.5259,2.708199,2.8181818,0,0,32500,10.388995,16
101148,(4),(2) somewhat concerned,489.90729,.80973172,2.3636363,1,0,6250,8.7403364,20
101149,(5) very strongly a part of the community,(3) very concerned,78.942032,.13047747,2.3636363,0,0,70000,11.156251,16
101152,(2),(2) somewhat concerned,278.17709,.45977843,3,1,0,40000,10.596635,13
101153,(5) very strongly a part of the community,(1) not at all concerned,57.672203,.09532214,4,1,0,32500,10.388995,12
101155,(4),(3) very concerned,122.13431,.20186682,2.4545455,0,0,50000,10.819778,20
101156,(5) very strongly a part of the community,(3) very concerned,260.40283,.4304007,3.1818182,1,0,92500,11.434964,20
101157,(5) very strongly a part of the community,(4) extremely concerned,87.862701,.1452218,1.3636364,0,1,,,20
101158,(5) very strongly a part of the community,(2) somewhat concerned,75.540565,.12485544,3.090909,1,0,11250,9.3281231,12
101159,(3) in the middle,(1) not at all concerned,734.62885,1.214214,2.75,1,0,,,12
