id,hrs1,marital,childs,age,educ,sex,polviews,wwwhr,trustpeo,wantbest,advantge,goodlife,deckids,strsswrk,satjob7
2666,48,never married,none,26,13,male,,,,,,,,neither agree nor disagree,neither satisfied nor dissatisfied
1659,24,divorced,one,62,19,male,,6,,,,,,strongly agree,very satisfied
1068,45,never married,four,36,12,male,,,,,,,we decide together,strongly disagree,completely satisfied
1499,75,never married,none,26,12,male,conservative,2,strongly agree,strongly agree,agree,,,,
2688,55,married,three,52,16,male,,4,,,,,we decide together,strongly disagree,very satisfied
2243,40,divorced,four,48,12,male,moderate,,agree,neither agree nor disagree,agree,neither,,,
2514,,married,three,67,10,male,slghtly conservative,15,,,,,,,
169,,widowed,two,74,12,male,moderate,,agree,agree,agree,agree,,,
1546,,widowed,one,72,14,male,conservative,,,,,agree,,,
2223,70,never married,none,23,12,male,,,,,,,,strongly disagree,fairly satisfied
2173,,married,three,72,12,male,liberal,,agree,agree,strongly agree,agree,,,
1561,70,married,three,34,10,male,,20,,,,,,disagree,
1253,40,married,none,26,15,male,conservative,5,agree,agree,agree,strongly agree,,,
160,45,married,none,39,12,male,moderate,,strongly agree,strongly disagree,strongly agree,neither,,,
1208,60,married,four,59,12,male,,,,,,,,agree,fairly satisfied
1503,40,never married,none,30,16,male,,,,,,agree,,,
1136,,married,five,37,12,male,,,agree,agree,agree,,,,
1203,,never married,none,24,12,male,liberal,10,neither agree nor disagree,neither agree nor disagree,agree,agree,,,
2049,70,married,three,41,14,male,,0,,,,,we decide together,neither agree nor disagree,very satisfied
1739,,never married,none,20,13,male,slightly liberal,2,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,strongly agree,,,
457,40,married,two,63,16,male,,4,,,,,,neither agree nor disagree,very satisfied
1975,38,married,three,77,16,male,conservative,,,,,neither,,,
1611,62,never married,four,53,0,male,extremely liberal,,,,,,,,
2338,20,divorced,one,31,18,male,,1,,,,,,neither agree nor disagree,fairly satisfied
2076,30,never married,none,22,16,male,,25,,,,,,neither agree nor disagree,very satisfied
2089,40,married,two,29,12,male,slghtly conservative,10,agree,agree,agree,agree,,,
458,20,never married,none,38,16,male,,15,,,,,,strongly agree,fairly satisfied
366,89,married,three,44,17,male,slghtly conservative,6,strongly disagree,agree,agree,agree,,,
2716,75,married,two,52,12,male,slghtly conservative,1,agree,neither agree nor disagree,agree,agree,,,
1123,,never married,none,58,8,male,,,,,,,we decide together,neither agree nor disagree,neither satisfied nor dissatisfied
852,,divorced,one,57,14,male,conservative,,agree,disagree,agree,,,,
390,,married,three,37,11,male,,,,,,,,,
1144,40,never married,none,37,12,male,conservative,,agree,agree,agree,agree,,,
56,40,married,two,45,13,male,moderate,15,strongly agree,strongly agree,disagree,,,,
1013,45,married,none,38,12,male,,,,,,,,,
2512,40,married,two,48,12,male,,,,,,,we decide together,strongly disagree,fairly satisfied
1161,,widowed,four,67,19,male,slghtly conservative,,agree,agree,neither agree nor disagree,,,,
1149,,never married,none,33,10,male,moderate,,agree,neither agree nor disagree,neither agree nor disagree,agree,,,
822,40,married,two,59,12,male,conservative,0,agree,agree,agree,agree,,,
1158,40,married,four,50,12,male,moderate,,agree,neither agree nor disagree,neither agree nor disagree,disagree,,,
1689,40,divorced,none,45,16,male,moderate,15,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither,,,
906,48,divorced,four,26,12,male,moderate,8,strongly agree,agree,strongly agree,,,,
919,20,never married,none,22,11,male,slightly liberal,,strongly agree,agree,agree,,,,
1146,50,widowed,three,61,16,male,,1,,,,,,disagree,fairly satisfied
1489,40,never married,none,26,,male,,,,,,,,,
1092,60,married,two,48,18,male,,2,,,,,we decide together,disagree,very satisfied
1139,,married,one,71,8,male,,,,,,,,,
1137,,married,three,39,12,male,extremely liberal,,strongly agree,disagree,agree,disagree,,,
1064,47,never married,none,51,15,male,moderate,8,agree,disagree,agree,,,,
2,72,married,one,43,16,male,conservative,3,neither agree nor disagree,agree,disagree,strongly agree,,,
1133,,married,three,70,12,male,slightly liberal,,,,,neither,,,
534,30,never married,none,42,12,male,,5,,,,,,neither agree nor disagree,fairly satisfied
1008,50,married,one,27,14,male,,,,,,,,,
154,40,married,four,54,16,male,slightly liberal,0,agree,neither agree nor disagree,agree,agree,,,
705,38,never married,none,30,12,male,conservative,,strongly agree,strongly disagree,neither agree nor disagree,disagree,,,
535,40,married,three,37,15,male,moderate,1,agree,agree,disagree,,,,
2764,,never married,two,75,12,male,,,,,,,,,
1134,50,married,two,58,14,male,,0,,,,,,agree,fairly satisfied
2400,40,never married,none,25,17,male,moderate,10,strongly agree,agree,agree,strongly agree,,,
921,72,married,eight or more,66,12,male,,,,,,,mostly my spouse,disagree,fairly satisfied
2139,52,married,two,52,13,male,moderate,1,agree,agree,neither agree nor disagree,agree,,,
1314,40,married,three,47,10,male,conservative,,,,,,,,
330,40,never married,none,33,16,male,,,,,,,,disagree,completely dissatisfied
2237,,never married,none,19,11,male,,0,,,,,,agree,neither satisfied nor dissatisfied
1711,,married,three,69,2,male,moderate,6,agree,disagree,neither agree nor disagree,,,,
729,,separated,three,52,11,male,,,,,,,,strongly agree,
2420,40,married,two,28,9,male,,,,,,,mostly me,strongly agree,neither satisfied nor dissatisfied
867,30,married,none,51,15,male,liberal,20,agree,agree,disagree,agree,,,
2530,70,widowed,two,66,12,male,moderate,,agree,neither agree nor disagree,strongly agree,agree,,,
2758,20,divorced,one,45,13,male,,30,,,,,,agree,fairly satisfied
1084,,married,two,29,14,male,slghtly conservative,8,strongly agree,neither agree nor disagree,agree,strongly agree,,,
511,,divorced,one,51,14,male,liberal,,agree,agree,agree,agree,,,
2596,,never married,none,53,14,male,,3,,,,,,agree,
2423,40,married,two,62,12,male,slghtly conservative,0,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,agree,,,
2701,,married,three,65,16,male,,1,,,,,sometimes me or sometimes my spouse,,
1072,32,married,three,36,12,male,slghtly conservative,,agree,agree,agree,,,,
2327,65,married,three,27,14,male,moderate,0,strongly agree,agree,agree,agree,,,
879,42,divorced,none,28,13,male,slghtly conservative,0,strongly agree,agree,agree,strongly agree,,,
1765,45,divorced,none,35,12,male,moderate,5,agree,neither agree nor disagree,agree,agree,,,
445,45,married,five,41,12,male,moderate,20,strongly agree,agree,agree,agree,,,
2123,42,married,one,28,11,male,conservative,,agree,agree,agree,agree,,,
1057,,married,one,64,12,male,,1,,,,,,,
2613,40,divorced,three,46,12,male,liberal,2,,,,,,,
1054,44,married,two,37,13,male,,3,,,,,mostly me,agree,very satisfied
2342,46,married,none,30,14,male,,1,,,,,,strongly disagree,fairly satisfied
2285,72,married,one,45,16,male,,3,,,,,we decide together,disagree,completely satisfied
2663,40,married,four,56,14,male,,2,,,,,sometimes me or sometimes my spouse,strongly disagree,very satisfied
107,,separated,four,70,12,male,,,,,,,,,
1037,,married,five,64,13,male,,15,,,,,mostly my spouse,,
742,52,divorced,one,39,13,male,liberal,20,agree,disagree,strongly agree,,,,
1032,37,married,none,51,10,male,slghtly conservative,,,,,agree,,,
109,,divorced,three,68,14,male,moderate,,agree,strongly agree,neither agree nor disagree,disagree,,,
1962,5,never married,none,20,14,male,extremely liberal,3,agree,agree,disagree,agree,,,
1589,50,never married,none,46,14,male,,5,,,,,,neither agree nor disagree,very satisfied
978,40,married,two,48,12,male,,,,,,,we decide together,disagree,fairly satisfied
512,40,married,three,36,14,male,slghtly conservative,1,agree,agree,agree,neither,,,
1015,70,divorced,two,38,14,male,moderate,,,,,agree,,,
78,74,never married,none,28,15,male,slghtly conservative,,agree,disagree,agree,,,,
2668,,never married,none,46,12,male,slghtly conservative,,strongly agree,strongly agree,strongly agree,strongly agree,,,
670,,never married,none,41,12,male,slightly liberal,,strongly agree,strongly disagree,strongly agree,,,,
2390,,married,four,67,13,male,,,,,,,we decide together,disagree,very satisfied
23,70,married,one,33,16,male,liberal,1,strongly agree,agree,strongly agree,neither,,,
961,45,never married,none,24,14,male,,25,,,,,we decide together,disagree,fairly satisfied
779,25,married,two,73,12,male,,,,,,,,agree,very satisfied
1601,75,never married,none,19,13,male,moderate,10,strongly agree,strongly agree,strongly agree,,,,
992,30,never married,none,22,14,male,,0,,,,,,neither agree nor disagree,fairly satisfied
2244,40,never married,none,37,14,male,,8,,,,,,disagree,very satisfied
1703,40,never married,none,29,16,male,slghtly conservative,1,strongly agree,disagree,strongly agree,neither,,,
982,40,never married,none,27,13,male,,10,,,,,,agree,completely satisfied
1401,40,divorced,two,43,13,male,,,,,,,sometimes me or sometimes my spouse,agree,fairly satisfied
1467,40,married,one,60,14,male,,,,,,,sometimes me or sometimes my spouse,neither agree nor disagree,very satisfied
1780,40,never married,none,23,16,male,moderate,,agree,disagree,agree,agree,,,
1175,72,married,one,60,16,male,,,,,,,we decide together,strongly disagree,fairly satisfied
2084,44,never married,none,24,16,male,moderate,6,agree,strongly agree,strongly disagree,,,,
1335,,divorced,none,36,9,male,,,,,,,,disagree,very satisfied
205,60,married,one,39,17,male,,8,,,,,,,
889,50,divorced,two,38,16,male,,2,,,,,,strongly disagree,very satisfied
957,,married,four,75,18,male,slightly liberal,2,strongly agree,neither agree nor disagree,neither agree nor disagree,strongly agree,,,
1240,48,never married,one,38,12,male,conservative,5,agree,agree,strongly agree,,,,
909,50,married,two,35,12,male,,5,,,,,sometimes me or sometimes my spouse,neither agree nor disagree,very satisfied
2452,43,married,one,29,14,male,,5,,,,,we decide together,disagree,completely satisfied
20,55,never married,none,28,15,male,,8,,,,,,disagree,very satisfied
2195,40,married,five,40,12,male,,10,,,,,we decide together,neither agree nor disagree,neither satisfied nor dissatisfied
1941,41,married,none,37,15,male,,,,,,,we decide together,neither agree nor disagree,neither satisfied nor dissatisfied
1191,75,married,three,53,14,male,moderate,0,strongly agree,disagree,agree,agree,,,
1216,,never married,none,21,13,male,slightly liberal,22,strongly agree,neither agree nor disagree,neither agree nor disagree,,,,
2370,35,never married,none,19,11,male,,6,,,,,,disagree,fairly satisfied
437,50,divorced,one,60,19,male,extremely liberal,0,strongly disagree,neither agree nor disagree,neither agree nor disagree,disagree,,,
1651,40,divorced,none,59,14,male,,7,,,,neither,,,
77,68,divorced,none,38,14,male,,8,,,,,,disagree,very satisfied
94,40,never married,none,33,16,male,liberal,5,neither agree nor disagree,agree,neither agree nor disagree,agree,,,
25,40,married,three,61,14,male,,8,,,,,sometimes me or sometimes my spouse,neither agree nor disagree,very satisfied
824,48,married,two,53,11,male,,,,,,,we decide together,disagree,very satisfied
2498,40,never married,one,25,13,male,moderate,10,strongly agree,strongly agree,strongly agree,agree,,,
1302,40,divorced,one,34,14,male,,,,,,,sometimes me or sometimes my spouse,neither agree nor disagree,fairly dissatisfied
226,27,divorced,four,34,12,male,,,,,,,,strongly disagree,neither satisfied nor dissatisfied
913,,married,two,28,12,male,moderate,,strongly agree,neither agree nor disagree,agree,agree,,,
1982,,widowed,three,83,8,male,,,,,,,,,
901,45,married,none,44,12,male,,8,,,,,sometimes me or sometimes my spouse,disagree,completely satisfied
923,50,married,two,43,12,male,liberal,,strongly agree,strongly agree,strongly agree,neither,,,
758,65,married,two,53,14,male,,2,,,,,we decide together,disagree,completely satisfied
955,86,married,three,43,14,male,,10,,,,,sometimes me or sometimes my spouse,disagree,fairly satisfied
1794,,married,two,73,16,male,slghtly conservative,1,,,,,,,
198,60,divorced,four,35,13,male,,,,,,,,disagree,fairly satisfied
1875,50,married,three,55,16,male,moderate,2,agree,agree,disagree,,,,
1850,32,married,three,36,9,male,,37,,,,,mostly my spouse,neither agree nor disagree,very satisfied
1593,75,never married,none,38,12,male,slghtly conservative,35,agree,neither agree nor disagree,neither agree nor disagree,,,,
882,50,married,two,52,13,male,moderate,,strongly disagree,agree,disagree,,,,
2262,48,married,three,47,14,male,moderate,15,agree,agree,agree,strongly agree,,,
227,40,married,two,57,14,male,slghtly conservative,,strongly agree,strongly agree,strongly agree,,,,
1498,40,never married,none,,14,male,,20,,,,,,strongly disagree,fairly satisfied
876,35,married,three,46,12,male,slghtly conservative,40,strongly agree,agree,agree,,,,
2329,53,married,two,30,14,male,moderate,5,strongly agree,neither agree nor disagree,strongly agree,,,,
873,37,never married,none,34,8,male,slghtly conservative,,agree,agree,strongly agree,agree,,,
476,24,married,one,72,14,male,extremely liberal,,agree,neither agree nor disagree,agree,,,,
2743,65,never married,none,25,12,male,slghtly conservative,15,,,,strongly agree,,,
1887,,married,two,61,12,male,,,,,,,we decide together,strongly agree,very satisfied
1729,,never married,none,23,15,male,liberal,7,strongly agree,strongly agree,strongly agree,strongly agree,,,
532,55,married,two,41,12,male,slghtly conservative,,strongly agree,neither agree nor disagree,agree,agree,,,
2578,60,married,three,44,14,male,,0,,,,,we decide together,strongly disagree,very satisfied
1471,,married,seven,72,6,male,liberal,,,,,,,,
1018,,married,five,79,8,male,,,,,,,,,
321,42,never married,none,30,18,male,moderate,30,strongly agree,agree,agree,agree,,,
2571,50,married,two,52,14,male,,,,,,,sometimes me or sometimes my spouse,agree,fairly satisfied
1458,30,married,eight or more,39,13,male,,40,,,,,sometimes me or sometimes my spouse,disagree,completely dissatisfied
2532,,divorced,none,71,16,male,conservative,0,strongly agree,strongly disagree,agree,,,,
424,,never married,none,30,15,male,moderate,2,strongly agree,neither agree nor disagree,strongly agree,,,,
764,40,married,two,38,16,male,slghtly conservative,3,strongly agree,disagree,agree,,,,
741,,married,three,62,13,male,,,,,,,,,
1928,,married,eight or more,71,9,male,slightly liberal,,agree,agree,strongly agree,,,,
1666,,divorced,three,81,13,male,,,,,,,,,
1997,12,divorced,three,59,14,male,,1,,,,,,strongly agree,completely satisfied
1165,,widowed,two,70,12,male,,,,,,,,disagree,very satisfied
2264,50,married,one,48,16,male,conservative,4,,,,disagree,,,
2345,,divorced,two,45,12,male,,15,,,,,,agree,neither satisfied nor dissatisfied
2136,,married,one,64,12,male,extremely liberal,,,,,,,,
616,80,married,three,44,12,male,,,,,,,we decide together,disagree,fairly dissatisfied
1553,40,separated,five,55,16,male,moderate,,neither agree nor disagree,agree,agree,strongly agree,,,
2679,,married,none,42,12,male,moderate,2,agree,neither agree nor disagree,agree,strongly agree,,,
723,3,married,none,70,18,male,,2,,,,,,,
594,40,married,two,48,2,male,moderate,1,,,,strongly agree,,,
917,40,divorced,none,59,18,male,,2,,,,,,strongly disagree,fairly dissatisfied
2181,40,divorced,four,46,12,male,,40,,,,,,strongly disagree,very satisfied
642,40,never married,three,46,2,male,liberal,,strongly agree,agree,strongly agree,strongly disagree,,,
1519,35,divorced,none,24,13,male,,1,,,,,,strongly agree,fairly satisfied
1035,35,married,three,45,14,male,conservative,1,disagree,agree,disagree,strongly agree,,,
1511,40,never married,one,43,12,male,,,,,,,,agree,fairly satisfied
999,12,never married,none,27,12,male,moderate,0,strongly agree,neither agree nor disagree,agree,agree,,,
2120,,married,four,39,11,male,conservative,,strongly agree,disagree,agree,,,,
706,40,married,two,34,12,male,,,,,,,we decide together,disagree,very satisfied
657,40,married,one,24,16,male,slghtly conservative,1,agree,agree,agree,agree,,,
710,40,never married,one,21,13,male,extrmly conservative,0,strongly agree,strongly agree,strongly agree,neither,,,
1798,50,married,two,50,16,male,slghtly conservative,1,,,,strongly agree,,,
1381,,never married,none,80,14,male,moderate,,strongly agree,strongly agree,agree,agree,,,
105,,never married,none,21,11,male,,1,strongly agree,strongly agree,strongly agree,strongly agree,,,
853,,divorced,none,33,14,male,moderate,,strongly agree,agree,strongly agree,agree,,,
671,89,never married,two,35,14,male,slghtly conservative,1,neither agree nor disagree,agree,agree,neither,,,
2425,,married,four,59,12,male,,,,,,,,,
1034,45,divorced,one,44,13,male,moderate,1,,,,agree,,,
2389,40,never married,none,30,12,male,moderate,0,agree,neither agree nor disagree,agree,neither,,,
971,49,married,none,26,12,male,moderate,0,disagree,neither agree nor disagree,agree,,,,
353,40,divorced,two,35,16,male,,6,,,,,sometimes me or sometimes my spouse,disagree,very satisfied
2087,8,never married,none,23,14,male,,16,,,,,,disagree,very satisfied
2234,,married,three,72,17,male,conservative,1,strongly agree,neither agree nor disagree,agree,,,,
1397,43,never married,none,37,16,male,,14,,,,,,strongly disagree,very satisfied
2762,30,married,two,46,16,male,,20,,,,,mostly my spouse,neither agree nor disagree,fairly dissatisfied
40,60,divorced,three,56,13,male,,,,,,,,strongly disagree,very satisfied
1987,50,married,none,56,20,male,liberal,,agree,neither agree nor disagree,neither agree nor disagree,,,,
527,12,married,three,43,20,male,,4,,,,agree,,,
1505,40,married,five,57,12,male,extrmly conservative,,strongly agree,strongly agree,strongly agree,,,,
1088,,married,three,66,18,male,conservative,0,agree,neither agree nor disagree,agree,,,,
181,,divorced,none,36,18,male,,1,,,,,,,
182,56,never married,none,45,14,male,moderate,1,strongly agree,strongly agree,strongly agree,,,,
775,,widowed,six,65,16,male,,0,,,,,,,
1495,40,never married,none,51,15,male,,0,,,,,,disagree,fairly satisfied
628,,never married,none,20,10,male,conservative,,strongly agree,agree,agree,agree,,,
1238,,never married,none,29,16,male,,15,,,,,,agree,
1227,40,married,one,55,12,male,,1,,,,,,agree,very satisfied
1894,40,married,none,35,17,male,,4,,,,,,,
582,,divorced,none,75,12,male,,,,,,,,neither agree nor disagree,
1404,36,married,none,35,12,male,slghtly conservative,,strongly agree,strongly disagree,strongly agree,disagree,,,
1892,46,divorced,two,45,16,male,,3,,,,,,,
648,,never married,none,50,4,male,,,,,,,mostly my spouse,,very satisfied
1773,,widowed,eight or more,66,10,male,extrmly conservative,,,,,agree,,,
631,,never married,none,23,13,male,moderate,4,strongly agree,disagree,agree,,,,
1325,80,never married,none,25,11,male,liberal,64,strongly agree,disagree,agree,,,,
2268,48,married,two,37,12,male,moderate,3,,,,agree,,,
1432,,married,one,24,12,male,liberal,,strongly disagree,neither agree nor disagree,agree,strongly agree,,,
1189,,married,two,62,16,male,,,,,,,,strongly disagree,
662,,widowed,three,71,12,male,conservative,,disagree,disagree,disagree,agree,,,
1602,49,married,one,25,12,male,moderate,0,agree,neither agree nor disagree,neither agree nor disagree,agree,,,
2249,40,never married,five,45,10,male,slghtly conservative,,strongly agree,agree,strongly agree,strongly agree,,,
482,,married,three,64,18,male,liberal,10,,,,,,,
658,23,never married,none,19,12,male,,10,,,,,,agree,completely satisfied
2273,60,married,two,55,15,male,,10,,,,,we decide together,disagree,very satisfied
2411,,widowed,two,69,12,male,,,,,,,,neither agree nor disagree,
1541,30,married,none,36,17,male,,50,,,,,,,
371,,married,two,71,16,male,,6,,,,,we decide together,neither agree nor disagree,neither satisfied nor dissatisfied
1667,,married,two,40,14,male,,5,,,,,sometimes me or sometimes my spouse,agree,
2096,65,married,two,37,18,male,,0,,,,,we decide together,disagree,very satisfied
1898,60,never married,none,25,15,male,,,,,,,,agree,neither satisfied nor dissatisfied
2649,42,divorced,one,35,16,male,conservative,3,strongly agree,neither agree nor disagree,strongly agree,agree,,,
1575,50,married,one,34,12,male,liberal,,strongly agree,agree,strongly agree,strongly agree,,,
299,,never married,none,29,14,male,moderate,1,agree,neither agree nor disagree,neither agree nor disagree,,,,
1522,,never married,three,27,12,male,slghtly conservative,4,strongly agree,strongly agree,strongly agree,,,,
2692,,divorced,none,26,16,male,,4,,,,,,disagree,completely dissatisfied
633,,separated,eight or more,75,11,male,,,,,,,,agree,
1961,,married,one,57,12,male,,0,,,,,,disagree,fairly satisfied
2286,40,divorced,none,46,14,male,,,,,,,,strongly agree,neither satisfied nor dissatisfied
2714,25,married,none,23,16,male,,20,,,,,we decide together,agree,fairly satisfied
1564,,widowed,six,74,14,male,,,,,,,,,
249,20,divorced,two,54,14,male,moderate,4,,,,strongly agree,,,
838,,separated,two,67,14,male,slghtly conservative,6,strongly agree,agree,agree,agree,,,
1285,40,married,two,61,17,male,moderate,,,,,strongly agree,,,
2672,,married,none,42,15,male,moderate,0,strongly disagree,neither agree nor disagree,agree,,,,
2691,72,never married,none,28,19,male,conservative,15,strongly agree,strongly agree,strongly disagree,strongly agree,,,
1897,40,married,two,42,16,male,,,,,,,,,
2481,,married,three,65,12,male,,,,,,,we decide together,,
575,50,separated,three,48,14,male,,,,,,,we decide together,agree,completely satisfied
1612,50,married,two,46,14,male,moderate,2,strongly agree,agree,agree,strongly agree,,,
1893,40,married,one,33,18,male,,1,,,,,,,
1288,32,never married,none,31,12,male,,0,,,,,we decide together,disagree,very satisfied
1159,,married,five,76,12,male,,,,,,,sometimes me or sometimes my spouse,disagree,
589,,married,three,67,6,male,,,,,,,,,
1220,70,married,five,63,14,male,moderate,,strongly agree,strongly agree,agree,,,,
1056,45,married,two,53,19,male,liberal,35,strongly agree,neither agree nor disagree,agree,strongly agree,,,
559,70,married,two,30,13,male,,2,,,,,we decide together,disagree,very satisfied
1254,42,never married,none,23,13,male,,,,,,,,strongly agree,very satisfied
1858,40,married,two,46,15,male,,24,,,,,sometimes me or sometimes my spouse,neither agree nor disagree,fairly satisfied
2455,,married,none,52,16,male,conservative,5,agree,neither agree nor disagree,agree,strongly agree,,,
250,89,never married,none,28,12,male,conservative,2,strongly agree,agree,agree,agree,,,
2150,,married,none,50,12,male,moderate,0,strongly agree,disagree,agree,,,,
1111,80,divorced,none,59,15,male,conservative,,agree,agree,agree,,,,
406,60,married,one,26,13,male,moderate,,agree,agree,agree,agree,,,
256,,never married,none,42,14,male,extremely liberal,,agree,agree,neither agree nor disagree,agree,,,
378,40,married,one,36,12,male,,,,,,,we decide together,agree,very satisfied
368,,never married,none,70,18,male,,0,,,,,,,
2145,50,married,none,36,16,male,,4,,,,,,agree,fairly satisfied
1105,65,never married,none,35,14,male,,12,,,,,,strongly agree,fairly satisfied
2636,15,married,three,68,10,male,,,,,,,we decide together,agree,very satisfied
2440,40,married,four,43,16,male,,6,,,,,we decide together,disagree,fairly satisfied
2011,38,never married,none,63,14,male,,20,,,,,,neither agree nor disagree,completely satisfied
866,25,never married,none,28,20,male,,10,,,,,,disagree,fairly satisfied
1516,,never married,none,24,12,male,,,,,,,sometimes me or sometimes my spouse,neither agree nor disagree,very satisfied
2272,55,married,one,52,16,male,liberal,1,strongly agree,disagree,strongly agree,agree,,,
1868,,married,none,82,15,male,moderate,,neither agree nor disagree,agree,disagree,,,,
579,40,married,none,48,16,male,,,,,,,,,
2235,,separated,four,61,3,male,extremely liberal,,,,,strongly agree,,,
576,40,separated,one,39,15,male,,12,,,,,,disagree,very satisfied
830,44,married,two,27,12,male,moderate,1,agree,neither agree nor disagree,agree,,,,
574,40,divorced,none,37,12,male,,,,,,,,strongly agree,completely dissatisfied
573,40,never married,none,23,13,male,,3,,,,neither,,,
629,51,never married,none,23,13,male,,,,,,,,agree,fairly satisfied
567,,divorced,two,65,12,male,,,,,,,,,
544,50,married,three,32,14,male,,0,,,,,we decide together,agree,very dissatisfied
32,40,married,none,57,16,male,moderate,4,strongly agree,disagree,agree,,,,
123,,divorced,three,68,12,male,,,,,,,,,
1520,65,married,five,63,10,male,moderate,,agree,agree,agree,agree,,,
563,,married,one,28,14,male,,,,,,,we decide together,,
885,45,married,three,62,12,male,,0,,,,,we decide together,neither agree nor disagree,completely satisfied
1585,40,married,two,56,16,male,,3,,,,,we decide together,disagree,fairly satisfied
280,,separated,three,62,11,male,moderate,0,agree,disagree,disagree,agree,,,
1855,,married,three,83,14,male,,0,,,,,,neither agree nor disagree,
552,,widowed,three,70,20,male,,,,,,,,,
202,40,married,none,32,12,male,moderate,,strongly agree,strongly agree,strongly agree,,,,
2526,60,married,one,39,14,male,moderate,,strongly agree,agree,agree,agree,,,
550,40,married,two,32,11,male,moderate,0,agree,agree,agree,agree,,,
960,52,married,two,48,12,male,moderate,3,,,,,,,
962,43,never married,none,31,14,male,slightly liberal,10,,,,,,,
2000,61,married,four,35,12,male,liberal,,,,,agree,,,
2229,62,married,none,45,12,male,moderate,20,agree,disagree,neither agree nor disagree,disagree,,,
522,40,married,five,61,20,male,slghtly conservative,10,strongly agree,strongly disagree,neither agree nor disagree,strongly agree,,,
675,60,married,three,52,15,male,,4,,,,,we decide together,agree,completely satisfied
2704,,married,two,34,14,male,,5,,,,,sometimes me or sometimes my spouse,,
1838,60,married,one,60,16,male,conservative,2,disagree,agree,agree,strongly agree,,,
2647,40,married,none,42,17,male,slightly liberal,3,agree,agree,agree,strongly agree,,,
2528,40,never married,none,26,13,male,,4,,,,,,disagree,very satisfied
2553,63,never married,three,40,11,male,moderate,,agree,neither agree nor disagree,agree,agree,,,
1853,,married,five,69,19,male,,,,,,,we decide together,neither agree nor disagree,
431,35,never married,none,40,16,male,slightly liberal,20,neither agree nor disagree,agree,disagree,,,,
1278,45,divorced,two,50,12,male,moderate,3,strongly agree,agree,strongly agree,agree,,,
111,35,never married,none,27,12,male,conservative,,agree,disagree,strongly agree,agree,,,
2029,40,never married,none,41,16,male,,3,,,,,,disagree,very dissatisfied
36,,widowed,eight or more,77,8,male,moderate,10,agree,neither agree nor disagree,agree,,,,
2097,12,never married,none,23,15,male,moderate,1,neither agree nor disagree,agree,agree,,,,
1636,45,divorced,none,38,16,male,conservative,2,,,,agree,,,
1098,,married,three,78,16,male,moderate,2,agree,agree,agree,strongly agree,,,
138,,married,three,64,10,male,moderate,,,,,,,,
244,45,never married,one,26,9,male,,,,,,,,neither agree nor disagree,completely satisfied
1556,50,divorced,one,26,13,male,,,,,,,,neither agree nor disagree,neither satisfied nor dissatisfied
462,,never married,one,44,15,male,moderate,,,,,,,,
196,,married,three,82,13,male,,,,,,,,,
2090,40,never married,none,23,14,male,moderate,2,agree,agree,strongly agree,agree,,,
1094,50,married,three,58,12,male,conservative,2,,,,,,,
1383,,never married,none,24,16,male,,7,,,,,,disagree,fairly satisfied
1402,37,married,one,42,12,male,moderate,11,strongly agree,agree,agree,,,,
262,40,married,four,41,12,male,,,,,,,we decide together,disagree,very satisfied
520,20,never married,one,62,16,male,slghtly conservative,15,strongly agree,neither agree nor disagree,neither agree nor disagree,,,,
2622,40,married,one,30,18,male,,60,,,,,we decide together,disagree,fairly satisfied
2575,,married,one,53,12,male,,5,,,,,,neither agree nor disagree,
317,50,never married,none,47,16,male,,14,,,,,,strongly disagree,completely satisfied
1525,50,married,one,42,12,male,,,,,,,we decide together,disagree,fairly satisfied
1461,89,married,one,21,13,male,liberal,0,strongly agree,agree,strongly agree,strongly agree,,,
1329,45,divorced,one,52,17,male,slightly liberal,8,disagree,agree,disagree,neither,,,
1915,50,never married,none,53,18,male,slightly liberal,1,strongly agree,agree,agree,neither,,,
1535,38,married,three,60,13,male,moderate,15,strongly agree,neither agree nor disagree,strongly agree,agree,,,
2623,40,married,two,40,16,male,conservative,2,agree,agree,disagree,agree,,,
842,40,never married,one,37,14,male,,8,,,,,we decide together,neither agree nor disagree,very satisfied
284,18,married,one,49,18,male,liberal,8,agree,agree,neither agree nor disagree,agree,,,
184,,never married,none,22,12,male,slightly liberal,10,agree,neither agree nor disagree,agree,,,,
1033,40,married,three,69,16,male,conservative,,disagree,agree,agree,,,,
1000,60,never married,none,30,13,male,moderate,112,strongly agree,neither agree nor disagree,strongly agree,strongly agree,,,
1170,44,never married,none,47,18,male,,6,,,,,,agree,fairly satisfied
2221,50,married,none,36,13,male,,,,,,,,agree,very satisfied
496,,married,two,41,18,male,,,,,,,sometimes me or sometimes my spouse,disagree,fairly dissatisfied
1360,50,married,none,32,20,male,,15,,,,,,strongly disagree,completely satisfied
2122,,married,three,43,12,male,moderate,,strongly agree,agree,agree,strongly agree,,,
696,50,never married,none,25,16,male,moderate,0,strongly agree,strongly agree,agree,agree,,,
2075,40,married,one,33,17,male,moderate,2,neither agree nor disagree,agree,neither agree nor disagree,agree,,,
2194,60,married,two,45,12,male,moderate,,strongly agree,neither agree nor disagree,neither agree nor disagree,strongly disagree,,,
