,PS_code,PS_name,health_board,council_area,urban,total_pop,pcnt_overcrowding,pcnt_male_unemp,pcnt_no_car,pcnt_low_class,z_overcrowding,z_male_unemp,z_no_car,z_low_class,carstairs,pcnt_limited_lot,pcnt_no_llti,pcnt_bad_health,pcnt_good_health,all_house,owned,rent,rent_social,rent_private,quintile,decile,pop_16plus,no_qual,level1,level2,level3,level4,pop_16_74,work_pt,work_ft,work_se,student,retired,staying_home,sick_disabled,unemployed,pop_4plus,work_home,light_rail,train,bus,taxi,drive,drive_pass,motorcycle,bicycle,on_foot,other.transport,travel_2,travel_2_5,travel_5_10,travel_10_20,travel_20_30,travel_30_40,travel_40_60,travel_60,other.distance,pcnt_no_qual,pcnt_level1,pcnt_level2,pcnt_level3,pcnt_level4,pcnt_work_pt,pcnt_work_ft,pcnt_work_se,pcnt_sick_disabled,pcnt_staying_home,pcnt_unemployed,pcnt_work_home,pcnt_light_rail,pcnt_train,pcnt_bus,pcnt_taxi,pcnt_drive,pcnt_drive_pass,pcnt_motorcycle,pcnt_bicycle,pcnt_on_foot,pcnt_other.transport,pcnt_travel_2,pcnt_travel_2_5,pcnt_travel_5_10,pcnt_travel_10_20,pcnt_travel_20_30,pcnt_travel_30_40,pcnt_travel_40_60,pcnt_travel_60
124,S29000124,DD3 6,Tayside,Dundee City,Urban,7699,3.512478542,12.22040371,40.22184075,24.12528648,0.134520853,0.879379821,1.261469913,0.678428793,2.95379938,13.19402317,75.2938955,8.344711953,78.4570722,4236,1823,2413,1544,869,5,9,6783,2109,1367,860,679,1768,5855,596,1956,275,880,1056,171,462,459,4301,505,1,36,492,31,1431,397,7,60,1324,17,1463,1444,248,98,112,67,40,59,265,31.09243697,20.15332449,12.67875571,10.01031992,26.06516291,10.1793339,33.40734415,4.696840307,7.890691716,2.9205807,7.839453459,11.74145548,0.023250407,0.837014648,11.43920019,0.720762613,33.27133225,9.230411532,0.162752848,1.395024413,30.78353871,0.395256917,34.01534527,33.57358754,5.766100907,2.278539874,2.604045571,1.557777261,0.930016275,1.371774006
125,S29000125,DD3 7,Tayside,Dundee City,Urban,7043,4.924838941,16.12223393,53.1424481,32.23517486,0.89299797,1.800713579,2.192267616,1.705000986,6.590980152,15.52316949,71.81988156,10.01066209,72.22527376,4115,1134,2981,1735,1246,5,10,6096,2078,1462,684,622,1250,5633,697,1839,181,758,737,192,538,691,4085,494,0,29,714,26,1141,397,6,48,1203,27,1267,1324,363,89,104,51,25,65,303,34.08792651,23.98293963,11.22047244,10.20341207,20.50524934,12.37351323,32.64690218,3.213207882,9.550860998,3.408485709,12.26699805,12.09302326,0,0.709914321,17.47858017,0.636474908,27.93145655,9.718482252,0.146878825,1.1750306,29.44920441,0.660954712,31.01591187,32.41126071,8.886168911,2.17870257,2.545899633,1.248470012,0.611995104,1.591187271
126,S29000126,DD3 8,Tayside,Dundee City,Urban,6527,1.755466585,8.235294118,28.78041269,20.86460033,-0.80904381,-0.06161858,0.43723196,0.265682085,-0.167748345,9.709156937,79.31655591,5.118146415,82.13157022,3471,2160,1311,743,568,3,6,5774,1777,1444,686,581,1286,4916,634,1985,257,416,1027,77,248,272,3807,342,0,31,462,27,1673,534,2,31,679,26,860,1729,233,91,112,60,22,65,293,30.77589193,25.00865951,11.88084517,10.06234846,22.27225494,12.89666395,40.37835639,5.227827502,5.044751831,1.566314076,5.532953621,8.983451537,0,0.814289467,12.1355398,0.709219858,43.9453638,14.02679275,0.052534804,0.814289467,17.83556606,0.682952456,22.58996585,45.41633832,6.120304702,2.390333596,2.941949041,1.576044129,0.577882847,1.70738114
127,S29000127,DD3 9 (part) Dundee City,Tayside,Dundee City,Urban,8286,3.450363196,10.32407407,23.59564165,24.0241397,0.101163172,0.431602133,0.063722198,0.665625353,1.262112856,10.22259105,78.82913875,5.673853421,81.75266729,3613,2552,1061,810,251,4,7,6769,2201,1984,860,650,1074,6224,903,2464,318,426,1101,214,360,438,5105,470,2,19,754,32,2296,667,10,44,784,27,932,2132,761,91,145,40,20,92,422,32.51588122,29.31009012,12.70497858,9.602600089,15.86644999,14.50835476,39.58868895,5.109254499,5.784061697,3.438303342,7.037275064,9.206660137,0.039177277,0.372184133,14.7698335,0.626836435,44.9755142,13.06562194,0.195886386,0.861900098,15.35749265,0.528893242,18.25661117,41.76297747,14.90695397,1.782566112,2.840352595,0.783545544,0.391772772,1.80215475
128,S29000128,DD4 0 (part) Angus,Tayside,Angus,Rural,1049,0.953288847,2.675585284,4.957102002,10.51108968,-1.239835737,-1.374424916,-1.278994086,-1.044894046,-4.938148785,7.973792356,81.830889,4.400768172,86.41567152,453,338,115,44,71,1,1,870,204,213,105,107,241,790,111,320,116,41,131,16,29,26,714,92,0,7,115,6,382,70,2,10,24,6,32,55,312,102,20,16,3,15,67,23.44827586,24.48275862,12.06896552,12.29885057,27.70114943,14.05063291,40.50632911,14.6835443,3.670886076,2.025316456,3.291139241,12.88515406,0,0.980392157,16.10644258,0.840336134,53.50140056,9.803921569,0.280112045,1.400560224,3.361344538,0.840336134,4.481792717,7.703081232,43.69747899,14.28571429,2.801120448,2.240896359,0.420168067,2.100840336
129,S29000129,DD4 0 (part) Dundee City,Tayside,Dundee City,Urban,6323,3.800890585,14.03207331,26.27226463,25.82167832,0.289406203,1.307166851,0.256545527,0.893162783,2.746281365,13.01022699,75.34116084,8.136614682,78.11839888,2653,1419,1234,1016,218,5,9,4930,1440,1514,609,515,852,4739,683,1912,241,348,556,209,328,462,4124,379,0,21,649,30,1781,577,10,28,617,32,785,1045,1239,139,60,76,17,79,305,29.20892495,30.70993915,12.35294118,10.44624746,17.28194726,14.41232327,40.34606457,5.085461068,6.921291412,4.410213125,9.748892171,9.190106693,0,0.509214355,15.7371484,0.727449079,43.18622696,13.99127061,0.242483026,0.678952473,14.96120272,0.775945684,19.03491756,25.33947624,30.04364694,3.370514064,1.454898157,1.842870999,0.412221145,1.915615907
130,S29000130,DD4 6,Tayside,Dundee City,Urban,6818,6.295797817,13.86969398,47.27082399,25.43165468,1.629241309,1.268824445,1.76927711,0.843792508,5.511135373,12.63386539,75.8169575,8.490403351,76.48940307,3830,1124,2706,1157,1549,5,10,5932,1452,1287,869,736,1588,5553,645,2054,238,969,498,164,385,600,4486,481,0,47,793,28,1235,308,16,50,1506,22,1288,1419,511,137,165,79,32,77,297,24.47741065,21.69588672,14.64935941,12.40728254,26.77006069,11.61534306,36.98901495,4.285971547,6.933189267,2.953358545,10.80497029,10.72224699,0,1.047703968,17.67721801,0.624164066,27.53009362,6.865804726,0.356665181,1.114578689,33.57111012,0.490414623,28.71154704,31.6317432,11.3909942,3.053945609,3.678109675,1.761034329,0.713330361,1.716451181
131,S29000131,DD4 7,Tayside,Dundee City,Urban,7863,2.925769771,9.05511811,24.83710234,17.50301084,-0.1805582,0.131965322,0.153156752,-0.159837248,-0.055273373,9.329061571,79.76677076,5.091377618,82.60091738,3813,2428,1385,935,450,3,6,6694,1801,1629,889,687,1688,5718,816,2226,403,446,1015,158,273,381,4671,457,0,40,651,30,2090,539,6,52,771,35,863,1876,658,104,95,103,28,122,365,26.90469077,24.33522558,13.28054975,10.26292202,25.21661189,14.27072403,38.9296957,7.047918853,4.774396642,2.763203917,6.66316894,9.783772212,0,0.856347677,13.93705845,0.642260758,44.74416613,11.53928495,0.128452152,1.11325198,16.50610148,0.749304218,18.47570113,40.16270606,14.08691929,2.226503961,2.033825733,2.205095269,0.599443374,2.611860415
132,S29000132,DD4 8,Tayside,Dundee City,Urban,10867,4.278877733,17.23116003,43.4550061,35.34997866,0.546098698,2.062562761,1.494386432,2.099281501,6.202329392,16.85897818,70.27875824,10.48812218,71.66110115,4894,1935,2959,2597,362,5,10,8412,3559,2402,924,674,853,7641,1196,2392,254,635,1010,444,784,926,6114,703,0,18,1337,68,1878,683,22,55,1328,22,1393,2086,1147,130,79,63,16,63,434,42.30860675,28.55444603,10.98430813,8.012363291,10.1402758,15.65240152,31.30480304,3.324172229,10.26043712,5.810757754,12.11883261,11.49820085,0,0.294406281,21.86784429,1.112201505,30.71638862,11.17108276,0.359829899,0.899574746,21.72064115,0.359829899,22.78377494,34.11841675,18.76022244,2.126267583,1.292116454,1.030421982,0.261694472,1.030421982
133,S29000133,DD4 9,Tayside,Dundee City,Urban,10830,4.847645429,13.68547419,32.84395199,29.54819277,0.851542891,1.225324881,0.729968435,1.364875331,4.171711538,12.44972498,75.81005876,7.38913956,77.87157174,4706,2545,2161,1760,401,5,9,8352,3065,2473,944,745,1125,7662,1280,2681,345,537,1186,342,547,744,6496,678,0,27,1194,43,2404,856,14,39,1200,41,1316,2633,977,96,103,65,19,100,509,36.69779693,29.60967433,11.30268199,8.920019157,13.46982759,16.70582093,34.990864,4.502740799,7.139128165,4.463586531,9.710258418,10.43719212,0,0.415640394,18.38054187,0.661945813,37.00738916,13.1773399,0.215517241,0.600369458,18.4729064,0.631157635,20.25862069,40.53263547,15.04002463,1.477832512,1.585591133,1.000615764,0.292487685,1.539408867
134,S29000134,DD5 1,Tayside,Dundee City,Urban,4679,1.962946625,5.742574257,16.07851787,8.713410483,-0.697621214,-0.650221064,-0.47780974,-1.272449271,-3.098101288,6.724488468,84.49894068,3.003205632,87.90742319,2260,1762,498,159,339,1,3,4086,928,785,571,377,1425,3233,416,1139,265,217,870,83,118,125,2470,253,0,17,296,7,1173,316,3,40,342,23,400,459,838,123,73,57,32,68,167,22.71169848,19.21194322,13.97454723,9.226627509,34.87518355,12.86730591,35.23043613,8.196721311,3.64986081,2.567274977,3.866377977,10.24291498,0,0.688259109,11.98380567,0.28340081,47.48987854,12.79352227,0.12145749,1.619433198,13.84615385,0.931174089,16.19433198,18.58299595,33.92712551,4.979757085,2.955465587,2.307692308,1.295546559,2.753036437
135,S29000135,DD5 2,Tayside,Dundee City,Urban,6445,1.16297344,5.860349127,16.58022945,9.392712551,-1.127229234,-0.622411047,-0.441666549,-1.186461328,-3.377768158,7.218937342,82.85509857,3.656922068,86.93396252,3211,2323,888,287,601,1,2,5565,974,1046,754,578,2213,4691,580,1895,378,356,1005,93,165,219,3828,338,6,40,488,10,1893,381,6,66,572,28,655,438,1293,499,94,85,27,109,290,17.50224618,18.79604672,13.54896676,10.38634322,39.76639712,12.36410147,40.39650394,8.057983372,3.517373694,1.982519719,4.668514176,8.829676071,0.156739812,1.044932079,12.74817137,0.26123302,49.45141066,9.952978056,0.156739812,1.724137931,14.94252874,0.731452456,17.1107628,11.44200627,33.77742947,13.03552769,2.455590387,2.220480669,0.705329154,2.847439916
136,S29000136,DD5 3 (part) Angus,Tayside,Angus,Rural,3329,1.291679183,4.578563996,2.703514569,9.129640901,-1.058110643,-0.925077192,-1.441342027,-1.219761669,-4.644291531,6.150278005,84.00563278,3.412649024,87.88692053,1265,1058,207,70,137,1,1,2584,441,614,366,299,864,2427,354,1008,293,160,394,65,54,99,2338,236,0,21,295,22,1298,285,8,9,137,27,127,288,678,607,58,56,21,59,208,17.06656347,23.76160991,14.16408669,11.57120743,33.43653251,14.58590853,41.53275649,12.07251751,2.224969098,2.678203543,4.079110012,10.09409752,0,0.898203593,12.6176219,0.940975192,55.51753636,12.1899059,0.342172797,0.384944397,5.859709153,1.154833191,5.431993157,12.3182207,28.99914457,25.96236099,2.48075278,2.395209581,0.898203593,2.52352438
137,S29000137,DD5 3 (part) Dundee City,Tayside,Dundee City,Urban,9201,0.986258865,3.465553236,7.081117021,7.205485612,-1.222129914,-1.187890879,-1.125980512,-1.463326589,-4.999327894,5.671520874,85.5770954,2.930256058,88.84524281,3719,3266,453,209,244,1,1,7436,1161,1602,1122,854,2697,6507,928,2846,501,499,1266,140,145,182,6027,425,1,66,484,24,3113,723,7,79,1034,71,1331,750,1883,749,76,146,44,167,456,15.61323292,21.54384077,15.0887574,11.48466918,36.26949973,14.26156447,43.73751345,7.699400645,2.228369448,2.151529122,2.796987859,7.051601128,0.016592003,1.095072175,8.030529285,0.398208064,51.65090426,11.99601792,0.116144019,1.31076821,17.15613074,1.178032188,22.08395553,12.44400199,31.242741,12.42740999,1.260992202,2.422432388,0.730048117,2.770864443
138,S29000138,DD5 4 (part) Angus,Tayside,Angus,Urban,8366,1.078563549,4.6692607,10.8101483,9.489961342,-1.172559711,-0.903661105,-0.857341922,-1.174151306,-4.107714045,6.489410516,84.11439988,3.443186602,87.3893654,3603,3059,544,294,250,1,2,7021,1464,1520,1018,795,2224,5897,841,2354,406,453,1397,112,145,189,5056,412,2,47,486,15,2578,415,15,44,994,48,1197,421,916,1386,63,102,63,149,347,20.85173052,21.6493377,14.49935907,11.32317334,31.67639937,14.26148889,39.91860268,6.884856707,2.458877395,1.899270816,3.205019501,8.148734177,0.039556962,0.929588608,9.612341772,0.296677215,50.98892405,8.20806962,0.296677215,0.870253165,19.65981013,0.949367089,23.67484177,8.326740506,18.11708861,27.41297468,1.246044304,2.017405063,1.246044304,2.946993671
139,S29000139,DD6 8,Fife,Fife,Rural,5366,1.628171147,4.807692308,8.31124574,8.220502901,-0.877405028,-0.870973442,-1.037362311,-1.334842881,-4.120583662,5.658307972,85.12622611,2.598779165,88.53913027,2342,1869,473,214,259,1,2,4459,667,717,549,393,2133,3888,486,1560,397,295,811,102,70,167,3385,312,3,57,588,14,1670,285,10,91,320,35,372,667,741,639,117,123,93,74,247,14.95851088,16.07983853,12.31217762,8.813635344,47.83583763,12.5,40.12345679,10.21090535,1.800411523,2.62345679,4.29526749,9.217134417,0.088626292,1.683899557,17.37075332,0.413589365,49.33530281,8.419497784,0.295420975,2.688330871,9.453471196,1.033973412,10.98966027,19.70457903,21.89069424,18.8774003,3.456425406,3.633677991,2.747415066,2.186115214
140,S29000140,DD6 9,Fife,Fife,Rural,3968,3.160846291,6.734317343,16.11011981,15.61181435,-0.054315521,-0.416042144,-0.475533144,-0.399230152,-1.34512096,8.73430163,80.86699122,4.558432694,83.29749942,1801,1247,554,316,238,3,5,3333,703,760,444,351,1075,3010,428,1288,192,212,550,75,112,153,2555,234,0,29,502,17,1182,224,9,51,284,23,347,127,789,608,63,85,69,69,164,21.09210921,22.80228023,13.32133213,10.53105311,32.25322532,14.2192691,42.79069767,6.378737542,3.720930233,2.491694352,5.083056478,9.15851272,0,1.135029354,19.64774951,0.665362035,46.26223092,8.767123288,0.352250489,1.996086106,11.11545988,0.900195695,13.58121331,4.970645793,30.88062622,23.7964775,2.465753425,3.326810176,2.700587084,2.700587084
141,S29000141,DD7 6,Tayside,Angus,Urban,5281,1.168358552,3.957597173,7.776288067,8.866705813,-1.124337278,-1.071705227,-1.075900544,-1.253044722,-4.524987771,6.089744506,84.51571502,2.661111475,88.58550918,2153,1811,342,133,209,1,1,4311,730,943,666,511,1461,3829,583,1579,341,261,777,98,68,122,3475,355,1,107,236,13,1716,283,4,63,646,51,854,195,339,935,312,18,42,150,275,16.93342612,21.87427511,15.44885177,11.85339828,33.89004871,15.22590755,41.23792113,8.905719509,1.775920606,2.559414991,3.186210499,10.21582734,0.028776978,3.079136691,6.791366906,0.374100719,49.38129496,8.143884892,0.115107914,1.81294964,18.58992806,1.467625899,24.57553957,5.611510791,9.755395683,26.90647482,8.978417266,0.517985612,1.208633094,4.316546763
142,S29000142,DD7 7,Tayside,Angus,Urban,7020,2.155863074,7.844212836,15.30954115,17.45912704,-0.594019674,-0.153964061,-0.533206654,-0.165392181,-1.446582569,7.768874277,82.3062322,4.515899995,84.51313586,3087,2160,927,567,360,2,4,5776,1441,1484,843,700,1308,5195,733,2147,355,331,985,171,176,297,4412,389,2,89,379,27,2143,351,13,74,905,40,1108,191,303,1594,225,37,53,128,384,24.94806094,25.69252078,14.59487535,12.11911357,22.64542936,14.10972089,41.32820019,6.833493744,3.387872955,3.291626564,5.717035611,8.816863101,0.045330916,2.017225748,8.590208522,0.611967362,48.57207616,7.955575703,0.294650952,1.67724388,20.51223935,0.906618314,25.11332729,4.329102448,6.867633726,36.1287398,5.099728015,0.83862194,1.201269266,2.901178604
143,S29000143,DD8 1 (part) Angus,Tayside,Angus,Urban,7999,2.916930881,7.172413793,18.78249841,23.93842887,-0.185304932,-0.312595037,-0.283015579,0.654775838,-0.12613971,8.302255484,80.94275067,4.391827235,83.61817303,3561,2108,1453,1019,434,3,6,6656,2242,1791,772,658,1193,5885,827,2413,424,373,1012,192,275,369,4990,506,0,19,443,27,2262,524,4,57,1084,64,1417,778,327,657,648,52,41,150,414,33.68389423,26.90805288,11.59855769,9.885817308,17.92367788,14.0526763,41.00254885,7.204757859,4.672897196,3.262531861,6.27017842,10.14028056,0,0.380761523,8.877755511,0.541082164,45.33066132,10.501002,0.080160321,1.142284569,21.72344689,1.28256513,28.39679359,15.59118236,6.553106212,13.16633267,12.98597194,1.042084168,0.821643287,3.006012024
144,S29000144,DD8 2,Tayside,Angus,Urban,7077,2.28823195,6.64556962,15.20750426,18.67710025,-0.522933878,-0.436998021,-0.540557369,-0.01121775,-1.511707017,7.946916346,81.61793923,4.560663403,84.19754878,3247,1999,1248,762,486,2,4,5912,1742,1441,708,625,1396,5192,697,2040,502,311,986,159,184,313,4344,529,3,21,417,16,2131,423,7,25,716,56,930,426,521,649,663,31,65,125,405,29.46549391,24.37415426,11.97564276,10.57171854,23.61299053,13.42449923,39.29121726,9.668721109,3.543913713,3.062403698,6.028505393,12.17771639,0.069060773,0.483425414,9.599447514,0.368324125,49.05616943,9.737569061,0.161141805,0.575506446,16.4825046,1.289134438,21.40883978,9.806629834,11.99355433,14.94014733,15.26243094,0.713627993,1.496316759,2.877532228
145,S29000145,DD8 3,Tayside,Angus,Urban,6090,2.446431584,5.114942529,12.41774928,16.14701272,-0.43797624,-0.798422873,-0.741530702,-0.331483256,-2.309413071,6.588226302,83.35834142,3.561230824,85.75869702,2626,1732,894,463,431,2,3,5053,1330,1263,705,532,1223,4526,624,1810,477,305,754,119,156,281,3964,445,1,15,339,18,1828,403,9,23,825,58,1128,438,289,359,682,63,46,161,353,26.32099743,24.99505244,13.95210766,10.52839897,24.2034435,13.7870084,39.99116217,10.53910738,3.446752099,2.629253204,6.208572691,11.22603431,0.025227043,0.378405651,8.551967709,0.454086781,46.11503532,10.16649849,0.227043391,0.580221998,20.8123108,1.463168517,28.45610494,11.04944501,7.29061554,9.056508577,17.20484359,1.589303734,1.160443996,4.061553986
146,S29000146,DD8 4,Tayside,Angus,Rural,4361,1.945345067,6.786941581,11.50995831,14.170233,-0.707073744,-0.403616056,-0.806927763,-0.581709522,-2.499327085,6.882246414,82.40356154,3.333669738,86.30967839,1973,1346,627,317,310,2,3,3621,824,816,552,358,1071,3151,432,1248,295,236,606,92,78,164,2748,301,1,18,182,8,1322,267,4,10,602,33,756,137,409,106,569,72,64,111,223,22.75614471,22.53521127,15.24440762,9.88677161,29.57746479,13.70993335,39.60647414,9.362107268,2.475404633,2.919708029,5.204696922,10.95342067,0.036390102,0.655021834,6.622998544,0.291120815,48.1077147,9.716157205,0.145560408,0.363901019,21.90684134,1.200873362,27.51091703,4.985443959,14.88355167,3.857350801,20.70596798,2.620087336,2.328966521,4.03930131
147,S29000147,DD8 5,Tayside,Angus,Rural,3577,3.129405131,6.288032454,13.30702002,18.47953216,-0.071200305,-0.521422776,-0.677467834,-0.036226467,-1.306317382,8.097385308,81.82514021,4.392497134,84.6073085,1609,999,610,375,235,3,5,2945,846,721,401,288,689,2623,329,1053,303,154,439,101,95,149,2275,247,2,8,201,4,1154,229,6,6,390,28,520,185,334,127,456,84,30,73,219,28.72665535,24.48217317,13.61629881,9.779286927,23.39558574,12.54288982,40.14487228,11.55165841,3.621807091,3.850552802,5.68051849,10.85714286,0.087912088,0.351648352,8.835164835,0.175824176,50.72527473,10.06593407,0.263736264,0.263736264,17.14285714,1.230769231,22.85714286,8.131868132,14.68131868,5.582417582,20.04395604,3.692307692,1.318681319,3.208791209
148,S29000148,DD9 6,Tayside,Angus,Rural,5111,1.896483603,5.965909091,15.31015409,18.53211009,-0.733313719,-0.597485319,-0.533162498,-0.029571007,-1.893532543,7.029968092,82.36306064,3.491305079,85.10349497,2410,1457,953,502,451,2,4,4327,1261,1131,569,463,903,3764,503,1558,335,221,698,113,115,221,3198,344,1,31,241,13,1499,342,7,15,631,74,861,192,261,553,168,236,233,59,291,29.14259302,26.13820199,13.14998844,10.70025422,20.86896233,13.36344315,41.39213603,8.90010627,3.055260361,3.002125399,5.87141339,10.75672295,0.031269543,0.969355847,7.535959975,0.406504065,46.87304565,10.69418386,0.218886804,0.469043152,19.73108193,2.313946216,26.92307692,6.003752345,8.161350844,17.29205754,5.253283302,7.379612258,7.285803627,1.844903064
149,S29000149,DD9 7 (part) Aberdeenshire,Grampian,Aberdeenshire,Rural,490,1.836734694,5.161290323,2.653061224,15.93291405,-0.765400558,-0.787478833,-1.444976675,-0.35858446,-3.356440526,3.758777497,82.00538517,1.80169432,86.21001785,188,143,45,4,41,1,2,376,54,96,77,38,111,370,49,164,49,19,48,13,7,21,367,47,0,4,70,2,190,29,2,0,15,8,10,52,20,69,36,7,80,8,38,14.36170213,25.53191489,20.4787234,10.10638298,29.5212766,13.24324324,44.32432432,13.24324324,1.891891892,3.513513514,5.675675676,12.80653951,0,1.089918256,19.07356948,0.544959128,51.77111717,7.901907357,0.544959128,0,4.08719346,2.179836512,2.72479564,14.16893733,5.449591281,18.80108992,9.809264305,1.907356948,21.79836512,2.179836512
150,S29000150,DD9 7 (part) Angus,Tayside,Angus,Rural,5423,4.192286193,7.887323944,17.2908515,23.03315676,0.499596614,-0.143784295,-0.390473493,0.54018398,0.505522807,7.657074306,81.76432988,3.806214716,83.51030096,2453,1297,1156,717,439,4,7,4425,1382,1208,554,378,903,3886,511,1497,331,241,706,191,143,266,3280,445,2,33,329,25,1419,309,6,20,636,56,692,309,280,546,190,166,311,56,285,31.23163842,27.29943503,12.51977401,8.542372881,20.40677966,13.1497684,38.52290273,8.517756047,3.67987648,4.915079774,6.84508492,13.56707317,0.06097561,1.006097561,10.0304878,0.762195122,43.26219512,9.420731707,0.182926829,0.609756098,19.3902439,1.707317073,21.09756098,9.420731707,8.536585366,16.64634146,5.792682927,5.06097561,9.481707317,1.707317073
151,S29000151,DG1 1,Dumfries & Galloway,Dumfries & Galloway,Rural,5971,1.739864865,7.045735476,14.93243243,17.84225156,-0.817422371,-0.342507412,-0.560373483,-0.116895216,-1.837198481,8.686427917,81.33543763,4.710618833,82.88920179,2617,1831,786,410,376,2,4,4984,1515,1171,643,412,1243,4426,777,1679,381,258,804,109,174,244,3795,395,0,22,398,10,1786,467,16,99,580,22,769,1170,525,262,133,48,76,134,283,30.39727127,23.49518459,12.90128411,8.266452648,24.93980738,17.55535472,37.93492996,8.60822413,3.931314957,2.462720289,5.512878446,10.40843215,0,0.579710145,10.48748353,0.263504611,47.06192358,12.30566535,0.421607378,2.608695652,15.28326746,0.579710145,20.26350461,30.83003953,13.83399209,6.903820817,3.504611331,1.264822134,2.002635046,3.530961792
152,S29000152,DG1 2,Dumfries & Galloway,Dumfries & Galloway,Urban,2593,3.255813953,12.82051282,39.6124031,27.19558761,-0.003315224,1.021082753,1.217566159,1.067076037,3.302409724,13.7827345,72.00253504,8.678435311,73.75168157,1526,557,969,599,370,5,9,2274,749,535,314,204,472,2007,315,724,87,124,326,63,177,191,1443,147,0,13,89,12,523,125,2,31,494,7,611,349,26,64,55,22,20,43,106,32.93755497,23.52682498,13.80826737,8.970976253,20.75637643,15.69506726,36.0737419,4.334828102,8.819133034,3.139013453,9.516691579,10.18711019,0,0.900900901,6.167706168,0.831600832,36.24393624,8.662508663,0.138600139,2.148302148,34.23423423,0.485100485,42.34234234,24.18572419,1.801801802,4.435204435,3.811503812,1.524601525,1.386001386,2.97990298
153,S29000153,DG1 3,Dumfries & Galloway,Dumfries & Galloway,Rural,7005,1.806358382,4.515135967,10,15.38574578,-0.781713489,-0.940054365,-0.915704827,-0.427846539,-3.065319219,7.090179448,83.55257621,3.782678814,85.30827533,3100,2464,636,196,440,2,3,5812,1609,1407,845,563,1388,5173,873,2224,461,271,910,107,140,187,4659,442,2,27,317,16,2486,516,22,101,712,18,1062,1433,563,329,194,37,81,150,368,27.68410186,24.20853407,14.53888507,9.686854783,23.88162423,16.87608738,42.99246085,8.911656679,2.706359946,2.068432244,3.614923642,9.487014381,0.042927667,0.579523503,6.804035201,0.343421335,53.35908993,11.07533806,0.472204336,2.167847178,15.28224941,0.386349002,22.79459111,30.75767332,12.08413823,7.061601202,4.163983687,0.794161837,1.738570509,3.219575016
154,S29000154,DG1 4,Dumfries & Galloway,Dumfries & Galloway,Urban,11005,1.748895434,4.222648752,8.08173785,14.28437089,-0.812572702,-1.009118965,-1.053896009,-0.567261631,-3.442849307,7.295436331,82.93053022,3.795108928,85.29727242,4706,3795,911,286,625,1,2,9205,2150,2150,1461,861,2583,8417,1449,3550,695,533,1465,187,238,300,7535,813,1,34,402,33,3982,866,28,113,1224,39,1828,2242,766,644,300,100,81,222,539,23.35687127,23.35687127,15.8718088,9.353612167,28.0608365,17.2151598,42.17654746,8.257098729,2.827610788,2.22169419,3.564215279,10.78964831,0.0132714,0.451227605,5.335102853,0.437956204,52.84671533,11.49303251,0.371599204,1.499668215,16.24419376,0.517584605,24.26011944,29.7544791,10.1658925,8.546781685,3.98142004,1.327140013,1.074983411,2.946250829
155,S29000155,DG10 9,Dumfries & Galloway,Dumfries & Galloway,Rural,3962,2.09557884,7.038123167,13.67237414,16.75406397,-0.626393997,-0.344304896,-0.651147804,-0.254641023,-1.87648772,7.044630537,82.61469437,4.245689842,83.96187025,1811,1211,600,329,271,2,4,3305,940,775,420,233,937,2877,449,897,416,143,638,102,86,146,2370,394,1,10,144,10,1009,222,4,24,534,18,642,205,70,119,230,219,72,167,252,28.44175492,23.44931921,12.70801815,7.049924357,28.35098336,15.60653458,31.17831074,14.45950643,2.989224887,3.54535975,5.074730622,16.62447257,0.042194093,0.421940928,6.075949367,0.421940928,42.57383966,9.367088608,0.168776371,1.012658228,22.53164557,0.759493671,27.08860759,8.64978903,2.953586498,5.021097046,9.70464135,9.240506329,3.037974684,7.046413502
156,S29000156,DG11 1,Dumfries & Galloway,Dumfries & Galloway,Rural,4739,3.025814642,5.538694992,7.08844689,16.89101172,-0.1268313,-0.698362792,-1.12545247,-0.237305796,-2.187952359,7.841294398,81.67284064,4.01608272,85.15995631,2034,1244,790,262,528,2,3,3936,1156,973,557,315,935,3522,521,1258,483,168,670,115,135,172,3001,504,2,23,349,24,1522,282,9,16,259,11,307,246,508,786,138,68,45,118,281,29.3699187,24.72052846,14.15142276,8.00304878,23.7550813,14.7927314,35.71834185,13.71379898,3.833049404,3.265190233,4.88358887,16.79440187,0.066644452,0.766411196,11.62945685,0.799733422,50.71642786,9.396867711,0.299900033,0.533155615,8.630456514,0.366544485,10.22992336,8.197267577,16.92769077,26.19126958,4.598467178,2.265911363,1.499500167,3.932022659
157,S29000157,DG11 2,Dumfries & Galloway,Dumfries & Galloway,Rural,5263,2.010050251,7.407407407,15.30730576,21.04216388,-0.672325246,-0.257106321,-0.533367691,0.288158572,-1.174640685,8.751119245,80.54475148,5.188012514,82.41874202,2390,1460,930,513,417,3,5,4433,1557,1115,592,321,848,3813,561,1409,401,184,738,110,165,245,3114,420,1,27,152,16,1459,317,3,15,681,23,982,240,203,604,140,81,48,117,279,35.12294157,25.15226709,13.35438755,7.241145951,19.12925784,14.71282455,36.95253082,10.51665355,4.327301338,2.884867558,6.425386835,13.48747592,0.032113038,0.867052023,4.88118176,0.513808606,46.85292229,10.17983301,0.096339114,0.481695568,21.86897881,0.738599872,31.53500321,7.707129094,6.518946692,19.39627489,4.495825305,2.601156069,1.541425819,3.757225434
